taxonID,parent,synonymOf,name,authorship,taxonRank,status,genus,specificEpithet,infraspecificEpithet
3800901,,2932021.0,Solanum miersii,Taub.,species,synonym,Solanum,miersii,
3800314,,2932021.0,Cliocarpus eriocalyx,Miers,species,synonym,Cliocarpus,eriocalyx,
2931911,,2932021.0,Solanum megalonychum,St.-Lag.,species,synonym,Solanum,megalonychum,
2932022,,2932021.0,Solanum pseudomegalochiton dunalii,Witasek,variety,synonym,Solanum,pseudomegalochiton,dunalii
8151958,,2932021.0,Solanum megalochiton villosotomentosum,Dunal,variety,synonym,Solanum,megalochiton,villosotomentosum
11369209,,2932021.0,Solanum eriocalyx,Dunal,species,proparte synonym,Solanum,eriocalyx,
3799879,,2932021.0,Solanum neves-armondii,Dusén,species,synonym,Solanum,neves-armondii,
2932027,,2932021.0,Solanum pseudomegalochiton,Witasek,species,synonym,Solanum,pseudomegalochiton,
2932025,,2932021.0,Solanum cladotrichodes,Mart. ex Sendtn.,species,synonym,Solanum,cladotrichodes,
2931912,,2932021.0,Solanum megalonychinum,St.-Lag.,species,synonym,Solanum,megalonychinum,
2932024,,2932021.0,Solanum saltiense,S.Moore,species,synonym,Solanum,saltiense,
7299961,,,Solanum eleagnifolium eleagnifolium,,variety,accepted,Solanum,eleagnifolium,eleagnifolium
3801816,,,Solanum eleagnifolium argyrocroton,"Griseb., 1879",variety,accepted,Solanum,eleagnifolium,argyrocroton
3801812,,,Solanum eleagnifolium grandiflorum,"Griseb., 1879",variety,accepted,Solanum,eleagnifolium,grandiflorum
3802373,,2930565.0,Solanum distichophyllum gracile,Sendtn.,variety,synonym,Solanum,distichophyllum,gracile
2930566,,2930565.0,Solanum badilloi,Benítez,species,synonym,Solanum,badilloi,
3799469,,2931279.0,Solanum andinum,Reiche,species,synonym,Solanum,andinum,
5581137,,2931279.0,Witheringia furcata,(Dunal) J.Rémy,species,synonym,Witheringia,furcata,
2932605,,2932599.0,Solanum salviifolium longiflorum,(Vahl) Pers.,variety,synonym,Solanum,salviifolium,longiflorum
6290042,,2930660.0,Solanum violaceum scabrum,(Benth.) Domin,form,synonym,Solanum,violaceum,scabrum
3799759,,2931279.0,Solanum nigrum crenatodentatum,(Dunal) O.E.Schulz,variety,synonym,Solanum,nigrum,crenatodentatum
7450970,,2931279.0,Solanum bridgesii ocellatum,(Phil.) Witasek ex Reiche,variety,synonym,Solanum,bridgesii,ocellatum
3799717,,2931279.0,Solanum bridgesii ocellatum,(Phil.) Witasek,variety,synonym,Solanum,bridgesii,ocellatum
3800302,,2932021.0,Cliocarpus megalochiton,(Mart.) Miers,species,synonym,Cliocarpus,megalochiton,
2929729,,2929727.0,Solanum matehualae,Hjert. & T.R.Tarn,species,synonym,Solanum,matehualae,
2929728,,2929727.0,Solanum fendleri physaloides,Correll,variety,synonym,Solanum,fendleri,physaloides
6711741,,2929727.0,Solanum hjertingii hjertingii,,variety,synonym,Solanum,hjertingii,hjertingii
2932615,,2932614.0,Solanum umbellatum fulgens,J.F.Macbr.,variety,synonym,Solanum,umbellatum,fulgens
2931036,,2931033.0,Solanum enchylozum,Bitter,species,synonym,Solanum,enchylozum,
8144647,,2931033.0,Solanum orygale,C.V.Morton,species,synonym,Solanum,orygale,
2931035,,2931033.0,Solanum orgyale,C.V.Morton,species,synonym,Solanum,orgyale,
8826385,,2931033.0,Solanum arboreum,Humb. & Bonpl.,species,homotypic synonym,Solanum,arboreum,
2931037,,2931033.0,Solanum dolichostylum,O.E.Schulz,species,synonym,Solanum,dolichostylum,
3801406,,2931033.0,Solanum euchylozum,Bitter,species,synonym,Solanum,euchylozum,
2931038,,2931033.0,Solanum ripivagum,Pittier,species,synonym,Solanum,ripivagum,
2931034,,2931033.0,Solanum kenoyeri,Standl.,species,synonym,Solanum,kenoyeri,
7947821,,2929539.0,Cyphomandra benensis,Rusby,species,synonym,Cyphomandra,benensis,
3799872,,2929539.0,Cyphomandra benense,Rusby,species,synonym,Cyphomandra,benense,
2929540,,2929539.0,Cyphomandra benensis,Britton,species,synonym,Cyphomandra,benensis,
2930039,,2930037.0,Solanum gillettii,Hutch. & E.A.Bruce,species,synonym,Solanum,gillettii,
2930038,,2930037.0,Solanum ogadense,Bitter,species,synonym,Solanum,ogadense,
6559974,,2930845.0,Solanum hannemanii,R.G.van den Berg & N.Groendijk-Wilders,species,synonym,Solanum,hannemanii,
2929006,,2929005.0,Solanum meloncillo,Parodi,species,synonym,Solanum,meloncillo,
11245750,,2932081.0,Solanum butaguense,DeWild.,species,synonym,Solanum,butaguense,
12355190,,2932081.0,Solanum bifurcum,Dunal,species,synonym,Solanum,bifurcum,
10921196,,2932081.0,Solanum plousianthemum kundelunguense,Bitter,variety,synonym,Solanum,plousianthemum,kundelunguense
8116696,,,Solanum terminale terminale,,subspecies,accepted,Solanum,terminale,terminale
11029369,,2932081.0,Solanum plousianthemum gracilifilum,Bitter,variety,synonym,Solanum,plousianthemum,gracilifilum
2932086,,2932081.0,Solanum bifurcatum,Hochst. ex A.Rich.,species,synonym,Solanum,bifurcatum,
8282621,,2932081.0,Solanum bansoense sanaganum,Bitter,variety,synonym,Solanum,bansoense,sanaganum
2930577,,2930576.0,Solanum hystricinum,St.-Lag.,species,synonym,Solanum,hystricinum,
2932121,,,Solanum terminale welwitschii,(C.H.Wright) Heine,subspecies,accepted,Solanum,terminale,welwitschii
2929730,,2929727.0,Solanum hjertingii physaloides,(Correll) Hawkes,variety,synonym,Solanum,hjertingii,physaloides
2931249,,2931237.0,Solanum triflorum majus,Hook.,variety,synonym,Solanum,triflorum,majus
9288303,,2931237.0,Solanum triflorum triflorum,,variety,synonym,Solanum,triflorum,triflorum
2931248,,2931237.0,Solanum calophyllum,Phil.,species,synonym,Solanum,calophyllum,
11362151,,2931237.0,Solanum triflorum malvinum,DeLanghe & Dhose,form,synonym,Solanum,triflorum,malvinum
9076219,,2931237.0,Solanum triflorum pyrethrifolium,(Griseb.) Bitter,variety,homotypic synonym,Solanum,triflorum,pyrethrifolium
2931245,,2931237.0,Solanum pyrethrifolium,Griseb.,species,synonym,Solanum,pyrethrifolium,
2931243,,2931237.0,Solanum triflorum minus,Hook.,variety,synonym,Solanum,triflorum,minus
2931244,,2931237.0,Solanum mendocinum,Phil.,species,synonym,Solanum,mendocinum,
2931240,,2931237.0,Solanum ponticum,Prodan,species,synonym,Solanum,ponticum,
2931239,,2931237.0,Solanum triflorum malvinum,De Langhe & D'hose,form,synonym,Solanum,triflorum,malvinum
2931246,,2931237.0,Solanum triflorum dentatum,Ooststr.,variety,synonym,Solanum,triflorum,dentatum
12379958,,2931313.0,Solanum aculeigerum,Moric. ex Dunal,species,synonym,Solanum,aculeigerum,
2931316,,2931313.0,Solanum aculeiger,Dunal,species,synonym,Solanum,aculeiger,
2931315,,2931313.0,Solanum thomasiifolium lobatum,Sendtn.,variety,synonym,Solanum,thomasiifolium,lobatum
2931318,,2931313.0,Solanum thomasiifolium calycinum,Sendtn.,variety,synonym,Solanum,thomasiifolium,calycinum
8951049,,2931313.0,Solanum thomasiaefolium,Sendtn.,species,synonym,Solanum,thomasiaefolium,
7349324,,2931313.0,Solanum rotundifolium,Moric.,species,synonym,Solanum,rotundifolium,
12292393,,2931313.0,Solanum aculeigerum,Moric.,species,homotypic synonym,Solanum,aculeigerum,
2931314,,2931313.0,Solanum aculeatum,St.-Lag.,species,heterotypic synonym,Solanum,aculeatum,
8111380,,2932781.0,Solanum pearcei,Britton,species,synonym,Solanum,pearcei,
2929051,,2932781.0,Solanum pearcei,Britton ex Rusby,species,heterotypic synonym,Solanum,pearcei,
8534354,,2932781.0,Solanum triste,Glocker,species,homotypic synonym,Solanum,triste,
2932782,,2932781.0,Solanum hypomicropogon,Bitter,species,synonym,Solanum,hypomicropogon,
7745708,,2932781.0,Solanum triste,Glocker ex Dunal,species,heterotypic synonym,Solanum,triste,
8672330,,2932881.0,Solanum pendulum,Schott,species,homotypic synonym,Solanum,pendulum,
8199087,,2932881.0,Solanum pendulum,Schott ex Dunal,species,heterotypic synonym,Solanum,pendulum,
2931848,,2932881.0,Solanum pachyantherum,Witasek,species,heterotypic synonym,Solanum,pachyantherum,
2930378,,2930300.0,Solanum discolor procumbens,C.T.White,variety,synonym,Solanum,discolor,procumbens
2931075,,2931071.0,Solanum prostratum,Raeusch.,species,synonym,Solanum,prostratum,
2931078,,2931071.0,Solanum maingayi,Kuntze,species,synonym,Solanum,maingayi,
12388924,,2931071.0,Solanum sarmentosum,Nees,species,proparte synonym,Solanum,sarmentosum,
3803110,,2931071.0,Solanum acetosifolium,Lam.,species,synonym,Solanum,acetosifolium,
2931077,,2931071.0,Solanum canaranum,Miq. ex C.B.Clarke,species,heterotypic synonym,Solanum,canaranum,
8702442,,2931071.0,Solanum fuscum,B.Heyne,species,homotypic synonym,Solanum,fuscum,
7415642,,2931071.0,Solanum canaranum,Miq.,species,synonym,Solanum,canaranum,
2931073,,2931071.0,Solanum fuscum,B.Heyne ex Wall.,species,synonym,Solanum,fuscum,
2931860,,2931864.0,Solanum neocaledonicum,Bitter & Schltr.,species,synonym,Solanum,neocaledonicum,
8384882,,2931864.0,Solanum noumeanum,Bitter,species,synonym,Solanum,noumeanum,
2931242,,2931237.0,Solanum triflorum calophyllum,(Phil.) Bitter,variety,synonym,Solanum,triflorum,calophyllum
2931241,,2931237.0,Solanum gaudichaudii pyrethrifolium,(Griseb.) Kuntze,variety,synonym,Solanum,gaudichaudii,pyrethrifolium
2931247,,2931237.0,Solanum triflorum pyrethrifolium,(Griseb.) Bitter ex Probst,variety,synonym,Solanum,triflorum,pyrethrifolium
7539676,,2932137.0,Cyphomandra heterophylla,Taub.,species,heterotypic synonym,Cyphomandra,heterophylla,
2931238,,2931237.0,Solanum triflorum ponticum,(Prodan) Borza,variety,synonym,Solanum,triflorum,ponticum
2929351,,7391246.0,Solanum brucei,Delile ex Dunal,species,synonym,Solanum,brucei,
2929350,,7391246.0,Solanum indicum gondarense,Bitter,variety,synonym,Solanum,indicum,gondarense
8166332,,7391246.0,Solanum adoense,Hochst. ex Dunal,species,synonym,Solanum,adoense,
8642668,,7391246.0,Solanum adoense,Hochst.,species,homotypic synonym,Solanum,adoense,
2929347,,7391246.0,Solanum adoense,Hochst. ex A.Rich.,species,synonym,Solanum,adoense,
9304447,,7391246.0,Solanum indicum uollense,Chiov.,variety,synonym,Solanum,indicum,uollense
2929348,,7391246.0,Solanum indicum halaiense,Bitter,variety,synonym,Solanum,indicum,halaiense
8556526,,7391246.0,Solanum brucei,Delile,species,homotypic synonym,Solanum,brucei,
7450825,,2931919.0,Solanum nutans,Poepp. ex Dunal,species,heterotypic synonym,Solanum,nutans,
2931921,,2931919.0,Solanum viliflorum,Sendtn.,species,synonym,Solanum,viliflorum,
2931924,,2931919.0,Solanum schizopodium,Sendtn.,species,synonym,Solanum,schizopodium,
8637996,,2931919.0,Solanum nutans,Poepp.,species,homotypic synonym,Solanum,nutans,
2931922,,2931919.0,Solanum confine curtum,J.F.Macbr.,variety,synonym,Solanum,confine,curtum
2931920,,2931919.0,Solanum urceolatum,Pers.,species,synonym,Solanum,urceolatum,
3803452,,2931919.0,Solanum puberuloba,Steyerm.,species,synonym,Solanum,puberuloba,
2930764,,2930757.0,Solanum scheffleri,Dammer,species,synonym,Solanum,scheffleri,
2930762,,2930757.0,Solanum kitivuense,Dammer,species,synonym,Solanum,kitivuense,
2930759,,2930757.0,Solanum glochidiatum,Dammer,species,synonym,Solanum,glochidiatum,
2930763,,2930757.0,Solanum englerianum,Dammer,species,synonym,Solanum,englerianum,
2930765,,2930757.0,Solanum kitivuense scheffleri,(Dammer) Bitter,variety,synonym,Solanum,kitivuense,scheffleri
2930758,,2930757.0,Solanum kitivuense glochidiatum,(Dammer) Bitter,variety,synonym,Solanum,kitivuense,glochidiatum
2929353,,7391246.0,Solanum indicum adoense,(Hochst. ex A.Rich.) Bitter,subspecies,synonym,Solanum,indicum,adoense
2929349,,7391246.0,Solanum uollense,(Chiov.) Pic.Serm.,species,synonym,Solanum,uollense,
2930761,,2930757.0,Solanum kitivuense englerianum,(Dammer) Bitter,subspecies,synonym,Solanum,kitivuense,englerianum
3803278,,3799800.0,Solanum verbascifolium eupulverulentum,Hassl.,form,synonym,Solanum,verbascifolium,eupulverulentum
8275788,,3799800.0,Solanum buddleiaefolium,Dunal,species,synonym,Solanum,buddleiaefolium,
5792753,,3799800.0,Solanum granulosum-leprosum,Dunal,species,synonym,Solanum,granulosum-leprosum,
2930717,,3799800.0,Solanum verbascifolium pulverulentum,(Sendtn.) Hassl.,variety,proparte synonym,Solanum,verbascifolium,pulverulentum
3803177,,3802625.0,Solanum acaule albicans,Ochoa,variety,synonym,Solanum,acaule,albicans
3803158,,3802625.0,Solanum acaule palmirense,Kardolus,subspecies,synonym,Solanum,acaule,palmirense
8452782,,2932446.0,Solanum demissum recurvo-acuminatum,Bukasov,form,homotypic synonym,Solanum,demissum,recurvo-acuminatum
2932447,,2932446.0,Solanum verrucosum iopetalum,Bitter,variety,synonym,Solanum,verrucosum,iopetalum
6403093,,2932446.0,Solanum demissum longibaccatum,Bukasov ex Rybin,variety,synonym,Solanum,demissum,longibaccatum
8532493,,2932446.0,Solanum demissum longibaccatum,Bukasov,variety,homotypic synonym,Solanum,demissum,longibaccatum
8622810,,2932446.0,Solanum demissum longibaccatum,Bukasov,form,homotypic synonym,Solanum,demissum,longibaccatum
8575515,,2932446.0,Solanum demissum stenantherum,Lechn.,form,homotypic synonym,Solanum,demissum,stenantherum
3802906,,2932446.0,Solanum demissum recurvo-acuminatum,Bukasov ex Rybin,form,synonym,Solanum,demissum,recurvo-acuminatum
2932451,,2932446.0,Solanum demissum longibaccatum,Bukasov ex Rybin,form,synonym,Solanum,demissum,longibaccatum
2932452,,2932446.0,Solanum demissum stenantherum,Lechn. ex Bukasov,form,synonym,Solanum,demissum,stenantherum
2929132,,2929131.0,Solanum lalandei leptacanthum,Dunal,variety,synonym,Solanum,lalandei,leptacanthum
2929135,,2929131.0,Solanum lalandei subexarmatum,Dunal,variety,synonym,Solanum,lalandei,subexarmatum
7451170,,2929131.0,Solanum lalandi leptacanthum,Dunal,variety,synonym,Solanum,lalandi,leptacanthum
2929133,,2929131.0,Solanum lalandei,Dunal,species,synonym,Solanum,lalandei,
8055668,,2929131.0,Solanum lalandi subexarmatum,Dunal,variety,synonym,Solanum,lalandi,subexarmatum
2929134,,2929131.0,Solanum insidiosum armatissimum,Sendtn.,variety,synonym,Solanum,insidiosum,armatissimum
2929136,,2929131.0,Solanum insidiosum pubescens,Sendtn.,variety,synonym,Solanum,insidiosum,pubescens
2930997,,9584284.0,Solanum heterodoxum setigeroides,Whalen,variety,synonym,Solanum,heterodoxum,setigeroides
9644508,,3799800.0,Solanum verbascifolium granulosoleprosum,(Dunal) Hassl.,form,synonym,Solanum,verbascifolium,granulosoleprosum
6403150,,3802625.0,Solanum acaule albicans,(Ochoa) Hawkes & Hjert.,subspecies,synonym,Solanum,acaule,albicans
8097314,,2932446.0,Solanum iopetalum,Bitter,species,synonym,Solanum,iopetalum,
9434290,,3802729.0,Solanum dewevrei,Dammer,species,homotypic synonym,Solanum,dewevrei,
2930707,,2930705.0,Solanum spirale tetrasepalum,H.J.Chu,variety,synonym,Solanum,spirale,tetrasepalum
10945763,,2930705.0,Solanum spirale tetrasepalum,H.Zhu,variety,synonym,Solanum,spirale,tetrasepalum
8525311,,2930705.0,Solanum naratida,Buch.-Ham.,species,homotypic synonym,Solanum,naratida,
9613051,,2930705.0,Solanum callium,C.T.White,species,homotypic synonym,Solanum,callium,
2930709,,2930705.0,Solanum apoense,Elmer,species,synonym,Solanum,apoense,
2930706,,2930705.0,Solanum superficiens,Adelb.,species,synonym,Solanum,superficiens,
2930708,,2930705.0,Solanum callium,C.T.White ex R.J.F.Hend.,species,synonym,Solanum,callium,
2930710,,2930705.0,Solanum naratida,Buch.-Ham. ex Wall.,species,synonym,Solanum,naratida,
3798857,,3802488.0,Solanum tenuicaule,Phil.,species,synonym,Solanum,tenuicaule,
2930816,,3802488.0,Solanum germaini,Phil.,species,synonym,Solanum,germaini,
2930814,,3802488.0,Solanum alphonsi taguatagua,Dunal,variety,synonym,Solanum,alphonsi,taguatagua
3799863,,2931039.0,Solanum grandiflorum aberrans,J.F.Macbr.,variety,synonym,Solanum,grandiflorum,aberrans
2931040,,2931039.0,Solanum inopinum,Ewan,species,synonym,Solanum,inopinum,
8349750,,2932453.0,Solanum ulugurense,Dammer ex Engl.,species,synonym,Solanum,ulugurense,
9256809,,,Solanum schumannianum schumannianum,,variety,accepted,Solanum,schumannianum,schumannianum
2932456,,2932453.0,Solanum ulugurense,Holub,species,synonym,Solanum,ulugurense,
2932457,,2932453.0,Solanum lignosum,Werderm.,species,synonym,Solanum,lignosum,
2932458,,2932453.0,Solanum schumannianum austerum,Bitter,variety,synonym,Solanum,schumannianum,austerum
2932455,,2932453.0,Solanum schumannianum stolzii,Dammer,variety,synonym,Solanum,schumannianum,stolzii
7981167,,2932453.0,Solanum ulugurense,Dammer,species,synonym,Solanum,ulugurense,
9546742,,,Solanum schumannianum subulatum,(C.H.Wright) Edmonds,variety,accepted,Solanum,schumannianum,subulatum
3798062,,2931223.0,Solanum citrifolium typicum,Hassl.,variety,synonym,Solanum,citrifolium,typicum
2931225,,2931223.0,Solanum lepidotum trianae,Carvalho,variety,synonym,Solanum,lepidotum,trianae
9506075,,2931223.0,Solanum lepidotum,Humb. & Bonpl.,species,homotypic synonym,Solanum,lepidotum,
9591470,,2931223.0,Solanum lepidotum lepidiochlamys,Bitter,variety,homotypic synonym,Solanum,lepidotum,lepidiochlamys
2931227,,2931223.0,Solanum lepidotum lepidiochlamys,Bitter ex Carvalho,variety,synonym,Solanum,lepidotum,lepidiochlamys
2929489,,2929487.0,Solanum burchellii parcearmatum,Bitter,variety,synonym,Solanum,burchellii,parcearmatum
2929491,,2929487.0,Solanum schaeferi,Dammer,species,synonym,Solanum,schaeferi,
2929492,,2929487.0,Solanum burchellii horrescens,Bitter,subspecies,synonym,Solanum,burchellii,horrescens
2929490,,2929487.0,Solanum rangei,Dammer,species,synonym,Solanum,rangei,
3803431,,6403019.0,Solanum vavilovii,Juz. & Bukasov,species,synonym,Solanum,vavilovii,
3797734,,6403019.0,Solanum tuberosum macranthum,Hook.fil.,variety,synonym,Solanum,tuberosum,macranthum
2930272,,2929299.0,Lycopersicon glandulosum,C.H.Mull.,species,synonym,Lycopersicon,glandulosum,
2929303,,2929299.0,Solanum commutatum,Spreng.,species,synonym,Solanum,commutatum,
3797163,,2929299.0,Scubulon incanum,Raf.,species,synonym,Scubulon,incanum,
2929305,,2929299.0,Lycopersicon dentatum,Dunal,species,synonym,Lycopersicon,dentatum,
3798265,,2929299.0,Solanum chrysobotrys,Walp.,species,synonym,Solanum,chrysobotrys,
2929309,,2929299.0,Lycopersicon peruvianum peruvianum,,variety,synonym,Lycopersicon,peruvianum,peruvianum
3801879,,2929299.0,Lycopersicon peruvianum typicum,Luckwill,subspecies,synonym,Lycopersicon,peruvianum,typicum
2929300,,2929299.0,Lycopersicon regulare,Dunal,species,synonym,Lycopersicon,regulare,
2929302,,2929299.0,Lycopersicon commutatum,Roem. & Schult.,species,synonym,Lycopersicon,commutatum,
7531743,,2929299.0,Solanum peruvianum,Jacq.,species,synonym,Solanum,peruvianum,
3803060,,2929299.0,Antimion tomentosum,Raf.,species,synonym,Antimion,tomentosum,
2929304,,2929299.0,Lycopersicon peruvinanum commutatum,(Spreng.) Link et al.,variety,synonym,Lycopersicon,peruvinanum,commutatum
7718283,,2930606.0,Solanum pronum,Thulin,species,synonym,Solanum,pronum,
7631686,,2930606.0,Solanum jacquemontii,Dunal,species,synonym,Solanum,jacquemontii,
2930611,,2930606.0,Solanum darassumense,Dammer,species,synonym,Solanum,darassumense,
2930607,,2930606.0,Solanum gracilipes,Decne.,species,synonym,Solanum,gracilipes,
2930609,,2930606.0,Solanum obbiadense,Chiov.,species,synonym,Solanum,obbiadense,
2930608,,2930606.0,Solanum nummulifolium,Chiov.,species,synonym,Solanum,nummulifolium,
2930610,,2930606.0,Solanum sabaeorum,Deflers,species,synonym,Solanum,sabaeorum,
10756733,,,Solanum nigrum rumphii,"(Dunal) Miq., 1861",variety,accepted,Solanum,nigrum,rumphii
3798518,,9150405.0,Solanum chenopodium,Raf.,species,synonym,Solanum,chenopodium,
10996980,,,Solanum nigrum unranked,"K.Koch, 1843",subspecies,doubtful,Solanum,nigrum,
