taxonID,parent,synonymOf,name,authorship,taxonRank,status,genus,specificEpithet,infraspecificEpithet
3799851,,,Lycianthes floccosa,Bitter,species,accepted,Lycianthes,floccosa,
3799713,,,Lycianthes heterochondra,(Bitter) Bitter,species,accepted,Lycianthes,heterochondra,
3801801,,,Jaborosa squarrosa,(Miers) Hunz. & Barboza,species,accepted,Jaborosa,squarrosa,
3802067,,,Jaborosa ameghinoi,Macloskie,species,accepted,Jaborosa,ameghinoi,
3798949,,,Lycianthes sanctae-marthae,Bitter,species,accepted,Lycianthes,sanctae-marthae,
7299480,,,Lycianthes stellata,(Jacq.) Bitter,species,accepted,Lycianthes,stellata,
3799438,,,Lycianthes lineata,(Ruiz & Pav.) Bitter,species,accepted,Lycianthes,lineata,
3800252,,,Lycianthes bambusarum,(Bitter) Bitter,species,accepted,Lycianthes,bambusarum,
7299665,,,Lycianthes dejecta,(Fernald) Bitter,species,accepted,Lycianthes,dejecta,
3799046,,,Lycianthes quichensis,(Coult. & Donn.Sm.) Bitter,species,accepted,Lycianthes,quichensis,
3799977,,,Lycianthes cutacensis,(Kunth) J.F.Macbr.,species,accepted,Lycianthes,cutacensis,
7786551,,,Lycianthes crassipetalum,(Wall.) R.R.Mill,species,accepted,Lycianthes,crassipetalum,
3799595,,,Lycianthes inaequilatera,(Rusby) Bitter,species,accepted,Lycianthes,inaequilatera,
3799447,,,Lycianthes limitanea,(Standl.) J.L.Gentry,species,accepted,Lycianthes,limitanea,
3800190,,,Lycianthes bigeminata,(Nees) Bitter,species,accepted,Lycianthes,bigeminata,
3800026,,,Lycianthes coriacea,Bitter,species,accepted,Lycianthes,coriacea,
3800171,,,Lycianthes brachyloba,(Van Heurck & Müll.Arg.) Bitter,species,accepted,Lycianthes,brachyloba,
7299735,,,Lycianthes arrazolensis,(Coult.) Bitter,species,accepted,Lycianthes,arrazolensis,
3800065,,,Lycianthes cladotrichota,(Bitter) Bitter,species,accepted,Lycianthes,cladotrichota,
3799310,,,Lycianthes medusocalyx,(Bitter) Bitter,species,accepted,Lycianthes,medusocalyx,
3799531,,,Lycianthes lagunensis,(Elmer) Bitter,species,accepted,Lycianthes,lagunensis,
7299962,,,Jaborosa rotacea,(Lillo) Hunz. & Barboza,species,accepted,Jaborosa,rotacea,
3799606,,,Lycianthes impar,(Warb.) Bitter,species,accepted,Lycianthes,impar,
7299631,,,Lycianthes heteroclita,(Sendtn.) Bitter,species,accepted,Lycianthes,heteroclita,
8679578,,,Lycianthes denticulata,(Blume) Bitter,species,accepted,Lycianthes,denticulata,
8113015,,,Lycianthes mozinoana,(Dunal) Bitter,species,accepted,Lycianthes,mozinoana,
3798626,,,Lycianthes yunnanensis,(Bitter) C.Y.Wu & S.C.Huang,species,accepted,Lycianthes,yunnanensis,
7299511,,,Lycianthes purpusii,(Brandegee) Bitter,species,accepted,Lycianthes,purpusii,
3799898,,,Lycianthes fasciculata,(Rusby) Bitter,species,accepted,Lycianthes,fasciculata,
3799363,,,Lycianthes magdalenae,(Dunal) Bitter,species,accepted,Lycianthes,magdalenae,
3798768,,,Lycianthes tarapotensis,Bitter,species,accepted,Lycianthes,tarapotensis,
3799026,,,Lycianthes rantonnetii,(Carrière ex Lesc.) Bitter,species,accepted,Lycianthes,rantonnetii,
12238820,,,Lycianthes belense,(Merr. & L.M.Perry) A.R.Bean,species,accepted,Lycianthes,belense,
7299573,,,Lycianthes lysimachioides,(Wall.) Bitter,species,accepted,Lycianthes,lysimachioides,
7299532,,,Lycianthes pauciflora,(Vahl) Bitter,species,accepted,Lycianthes,pauciflora,
3800346,,,Lycianthes amatitlanensis,(Coult. & Donn.Sm.) Bitter,species,accepted,Lycianthes,amatitlanensis,
8689722,,,Lycianthes ocellata,(Donn.Sm.) C.V.Morton & Standl.,species,accepted,Lycianthes,ocellata,
3799036,,,Lycianthes radiata,(Sendtn.) Bitter,species,accepted,Lycianthes,radiata,
3798922,,,Lycianthes shanesii,(F.Muell.) A.R.Bean,species,accepted,Lycianthes,shanesii,
3801903,,,Jaborosa leucotricha,(Speg.) Hunz.,species,accepted,Jaborosa,leucotricha,
7299461,,,Lycianthes tricolor,(Moc. & Sessé ex Dunal) Bitter,species,accepted,Lycianthes,tricolor,
3798821,,,Lycianthes stenoloba,(Van Heurck & Müll.Arg.) Bitter,species,accepted,Lycianthes,stenoloba,
7980793,,,Lycianthes testacea,(O.E.Schulz) S.Knapp,species,accepted,Lycianthes,testacea,
3800108,,,Lycianthes ceratocalycia,(Donn.Sm.) Bitter,species,accepted,Lycianthes,ceratocalycia,
2928972,,,Lycianthes virgata,(Lam.) Bitter,species,accepted,Lycianthes,virgata,
3798660,,,Lycianthes vitiensis,(Seem.) A.R.Bean,species,accepted,Lycianthes,vitiensis,
3799795,,,Lycianthes glandulosa,(Ruiz & Pav.) Bitter,species,accepted,Lycianthes,glandulosa,
3799251,,,Lycianthes neesiana,(Wall. ex Nees) D' Arcy & Z.Y.Zhang,species,accepted,Lycianthes,neesiana,
7299714,,,Lycianthes biflora,(Lour.) Bitter,species,accepted,Lycianthes,biflora,
3799913,,,Lycianthes ecuadorensis,Bitter,species,accepted,Lycianthes,ecuadorensis,
3799287,,,Lycianthes moszkowskii,(Bitter) Bitter,species,accepted,Lycianthes,moszkowskii,
3799140,,,Lycianthes peduncularis,(Schltdl.) Bitter,species,accepted,Lycianthes,peduncularis,
7299649,,,Lycianthes fugax,(Jacq.) Bitter,species,accepted,Lycianthes,fugax,
3800364,,,Lycianthes acutifolia,(Ruiz & Pav.) Bitter,species,accepted,Lycianthes,acutifolia,
3801928,,,Jaborosa lanigera,(Phil.) Hunz. & Barboza,species,accepted,Jaborosa,lanigera,
3799459,,,Lycianthes leptocaulis,(Rusby) Rusby,species,accepted,Lycianthes,leptocaulis,
3799648,,,Lycianthes hupehensis,(Bitter) C.Y.Wu & S.C.Huang,species,accepted,Lycianthes,hupehensis,
3798852,,,Lycianthes sprucei,(Van Heurck & Müll.Arg.) Bitter,species,accepted,Lycianthes,sprucei,
3800187,,,Lycianthes bimensis,(Miq.) Bitter,species,accepted,Lycianthes,bimensis,
3799000,,,Lycianthes repens,(Spreng.) Bitter,species,accepted,Lycianthes,repens,
7532343,,,Jaborosa magellanica,(Griseb.) Benth. & Hook.fil.,species,accepted,Jaborosa,magellanica,
3798985,,,Lycianthes rostellata,(Merr. & L.M.Perry) A.R.Bean,species,accepted,Lycianthes,rostellata,
3800196,,,Lycianthes biformifolia,(Ruiz & Pav.) Bitter,species,accepted,Lycianthes,biformifolia,
3801820,,,Jaborosa sativa,(Miers) Hunz. & Barboza,species,accepted,Jaborosa,sativa,
3801857,,,Jaborosa parviflora,(Phil.) Hunz. & Barboza,species,accepted,Jaborosa,parviflora,
3801935,,,Jaborosa laciniata,(Miers) Hunz. & Barboza,species,accepted,Jaborosa,laciniata,
3799804,,,Lycianthes geminiflora,Bitter,species,accepted,Lycianthes,geminiflora,
3799567,,,Lycianthes kaernbachii,(K.Schum. & Lauterb.) Bitter,species,accepted,Lycianthes,kaernbachii,
3798770,,,Lycianthes synanthera,(Sendtn.) Bitter,species,accepted,Lycianthes,synanthera,
3799138,,,Lycianthes peranomala,(Wernham ex Ridl.) A.R.Bean,species,accepted,Lycianthes,peranomala,
3798818,,,Lycianthes stephanocalyx,(Brandegee) Bitter,species,accepted,Lycianthes,stephanocalyx,
3799568,,,Lycianthes jelskii,(Zahlbr.) Bitter,species,accepted,Lycianthes,jelskii,
3798643,,,Lycianthes wollastonii,(Wernham) A.R.Bean,species,accepted,Lycianthes,wollastonii,
7299489,,,Lycianthes sideroxyloides,(Schltdl.) Bitter,species,accepted,Lycianthes,sideroxyloides,
7299577,,,Lycianthes lycioides,(L.) Hassl.,species,accepted,Lycianthes,lycioides,
7299682,,,Lycianthes ciliolata,(M.Martens & Galeotti) Bitter,species,accepted,Lycianthes,ciliolata,
3799969,,,Lycianthes cyathocalyx,(Van Heurck & Müll.Arg.) Bitter,species,accepted,Lycianthes,cyathocalyx,
3798938,,,Lycianthes sancti-caroli,(H.J.P.Winkl.) Bitter,species,accepted,Lycianthes,sancti-caroli,
3800412,,,Lycianthes acapulcensis,(Baill.) D' Arcy,species,accepted,Lycianthes,acapulcensis,
3799942,,,Lycianthes dendropilosa,(Symon) A.R.Bean,species,accepted,Lycianthes,dendropilosa,
7299606,,,Lycianthes laevis,(Dunal) Bitter,species,accepted,Lycianthes,laevis,
3799189,,,Lycianthes oliveriana,(K.Schum. & Lauterb.) Bitter,species,accepted,Lycianthes,oliveriana,
3799090,,,Lycianthes pringlei,(B.L.Rob. & Greenm.) Bitter,species,accepted,Lycianthes,pringlei,
3800399,,,Lycianthes acidochondra,(Bitter) Bitter,species,accepted,Lycianthes,acidochondra,
7299555,,,Lycianthes moziniana,(Dunal) Bitter,species,accepted,Lycianthes,moziniana,
3798946,,,Lycianthes sanctaeclarae,(Greenm.) D' Arcy,species,accepted,Lycianthes,sanctaeclarae,
3798022,,,Schizanthus porrigens,Graham,species,accepted,Schizanthus,porrigens,
3798128,,,Schizanthus grahamii,Gillies,species,accepted,Schizanthus,grahamii,
3798068,,,Schizanthus laetus,Phil.,species,accepted,Schizanthus,laetus,
7299359,,,Schizanthus hookeri,Gillies ex Graham,species,accepted,Schizanthus,hookeri,
3798073,,,Schizanthus lacteus,Phil.,species,accepted,Schizanthus,lacteus,
8016018,,,Schizanthus alpestris,Poepp. ex Benth.,species,doubtful,Schizanthus,alpestris,
3798011,,,Schizanthus romani,Phil.,species,doubtful,Schizanthus,romani,
3798032,,,Schizanthus parvulus,Sudzuki,species,accepted,Schizanthus,parvulus,
7299384,,,Schizanthus alpestris,Poepp.,species,accepted,Schizanthus,alpestris,
2928843,,,Schizanthus pinnatus,Ruiz & Pav.,species,accepted,Schizanthus,pinnatus,
12276850,,,Schizanthus porrigens,Graham ex Hook.,species,doubtful,Schizanthus,porrigens,
3797950,,,Schizanthus wisetonensis,H.Low,species,doubtful,Schizanthus,wisetonensis,
3798038,,,Schizanthus papilionaceus,E.Vilm.,species,doubtful,Schizanthus,papilionaceus,
3798088,,,Schizanthus integrifolius,Phil.,species,accepted,Schizanthus,integrifolius,
8306814,,,Schizanthus grahamii,Gillies ex Hook.,species,doubtful,Schizanthus,grahamii,
7488894,,,Schizanthus robustus,Phil.,species,doubtful,Schizanthus,robustus,
10773256,,,Schizanthus wisetonensis,Anon.,species,accepted,Schizanthus,wisetonensis,
8387912,,,Schizanthus venustus,Sieber & Voss,species,doubtful,Schizanthus,venustus,
3798199,,,Schizanthus candidus,Lindl.,species,accepted,Schizanthus,candidus,
11033864,,10800318.0,Nicotiana sanderae,Anon.,species,synonym,Nicotiana,sanderae,
10777777,,,Schizanthus carlomunozii,V.Morales & Muñoz-Schick,species,accepted,Schizanthus,carlomunozii,
3797961,,,Schizanthus venustus,hort. ex Vilmorin,species,accepted,Schizanthus,venustus,
3798046,,,Schizanthus litoralis,Phil.,species,accepted,Schizanthus,litoralis,
11850916,,,Schizanthus nutantiflorus,J.Chinga & Lavandero,species,accepted,Schizanthus,nutantiflorus,
3799488,,3799869.0,Nicotiana occidentalis hesperis,(N.T.Burb.) P.Horton,subspecies,synonym,Nicotiana,occidentalis,hesperis
8347183,,,Calliphysalis carpenteri,(Riddell) Whitson,species,accepted,Calliphysalis,carpenteri,
3798194,,,Schizanthus coccineus,(Phil.) J.M.Watson,species,accepted,Schizanthus,coccineus,
3799638,,12022641.0,Nicotiana megalosiphon sessilifolia,P.Horton,subspecies,synonym,Nicotiana,megalosiphon,sessilifolia
3802747,,,Atrichodendron tonkinense,Gagnep.,species,accepted,Atrichodendron,tonkinense,
3803090,,,Hawkesiophyton ulei,(Dammer) Hunz.,species,accepted,Hawkesiophyton,ulei,
9287614,,,Hawkesiophyton ochraceum,(Cuatrec.) A.Orejuela & C.I.Orozco,species,accepted,Hawkesiophyton,ochraceum,
7299525,,9650396.0,Darcya,Hunz.,genus,synonym,,,
4888513,,3234419.0,Orinocoa,Raf.,genus,synonym,,,
9581064,,3234419.0,Witheringia,Miers,genus,synonym,,,
3234417,,3234419.0,Aureliana,Sendtn.,genus,synonym,,,
5581497,,,Athenaea viscosa,"Benth. & Hook.f., 1876",species,accepted,Athenaea,viscosa,
5581503,,,Athenaea purpusii,Brandegee,species,doubtful,Athenaea,purpusii,
7635969,,,Athenaea weberbauer,Bitter,species,doubtful,Athenaea,weberbauer,
8147485,,,Athenaea microphylla,Griseb.,species,doubtful,Athenaea,microphylla,
5581524,,,Athenaea anonacea,Sendtn.,species,accepted,Athenaea,anonacea,
5581522,,,Athenaea brasiliana,Hunz.,species,accepted,Athenaea,brasiliana,
5581007,,,Witheringia wurdackiana,C.Benitez de Rojas,species,doubtful,Witheringia,wurdackiana,
7863298,,,Athenaea costaricensis,Bitter,species,doubtful,Athenaea,costaricensis,
5581504,,,Athenaea pohlisma,"Sendtn., 1846",species,accepted,Athenaea,pohlisma,
7299733,,,Witheringia solanacea,"Miers ex Benth. & Hook.f., 1876",species,doubtful,Witheringia,solanacea,
11148810,,,Athenaea hunzikeriana,I.M.C.Rodrigues & Stehmann,species,accepted,Athenaea,hunzikeriana,
5581514,,,Athenaea martiana,Sendtn.,species,accepted,Athenaea,martiana,
5581520,,,Athenaea cuspidata,Witasek,species,accepted,Athenaea,cuspidata,
8183179,,,Athenaea selloviana,Sendtn.,species,doubtful,Athenaea,selloviana,
11157979,,,Athenaea altoserranae,I.M.C.Rodrigues & Stehmann,species,accepted,Athenaea,altoserranae,
10365859,,,Athenaea sellowiana,(Sendtn.) I.M.C.Rodrigues & Stehmann,species,accepted,Athenaea,sellowiana,
9922638,,,Athenaea fasciculata,(Vell.) I.M.C.Rodrigues & Stehmann,species,accepted,Athenaea,fasciculata,
7633101,,,Darcyanthus spruceanus,(Hunz.) Hunz. ex N.A.Harriman,species,accepted,Darcyanthus,spruceanus,
8336163,,,Athenaea velutina,(Sendtn.) D' Arcy,species,accepted,Athenaea,velutina,
5581507,,,Athenaea picta,(Mart.) Sendtn.,species,accepted,Athenaea,picta,
7300089,,,Athenaea pogogena,(Moric.) Sendtn.,species,accepted,Athenaea,pogogena,
9971135,,,Athenaea tomentosa,(Sendtn.) I.M.C.Rodrigues & Stehmann,species,accepted,Athenaea,tomentosa,
10742845,,,Athenaea wettsteiniana,(Witasek) I.M.C.Rodrigues & Stehmann,species,accepted,Athenaea,wettsteiniana,
10121536,,,Athenaea angustifolia,(Alm.-Lafetá) I.M.C.Rodrigues & Stehmann,species,accepted,Athenaea,angustifolia,
7541341,,2928784.0,Fregirardia,Dunal ex Delile,genus,synonym,,,
3800839,,2928784.0,Parqui,Adans.,genus,synonym,,,
7300148,,2928784.0,Habrothamnus,Endl.,genus,synonym,,,
7299759,,2928784.0,Lomeria,Raf.,genus,synonym,,,
7299883,,2928784.0,Wadea,Raf.,genus,synonym,,,
7299804,,2928784.0,Meyenia,Schltdl.,genus,synonym,,,
7300102,,,Cestrum humboldtii,Francey,species,accepted,Cestrum,humboldtii,
7299225,,2928894.0,Entrecasteauxia,Montrouz.,genus,synonym,,,
7299877,,,Cestrum sphaerocarpum,O.E.Schulz,species,accepted,Cestrum,sphaerocarpum,
3802879,,,Cestrum humile,Urb. & Ekman,species,accepted,Cestrum,humile,
3797833,,,Cestrum abeggii,Urb. & Ekman,species,accepted,Cestrum,abeggii,
7300199,,,Cestrum dumetorum,Schltdl.,species,accepted,Cestrum,dumetorum,
3797087,,,Cestrum cobanense,Francey,species,accepted,Cestrum,cobanense,
2928789,,,Cestrum diurnum,L.,species,accepted,Cestrum,diurnum,
3802247,,,Cestrum morae,Hunz.,species,accepted,Cestrum,morae,
3797299,,,Cestrum bupleurifolium,Dunal,species,doubtful,Cestrum,bupleurifolium,
3801344,,,Cestrum schiedei,Francey,species,accepted,Cestrum,schiedei,
7299165,,,Cestrum conglomeratum,Ruiz & Pav.,species,accepted,Cestrum,conglomeratum,
7636659,,,Cestrum floribundum,"Britton, 1896",species,accepted,Cestrum,floribundum,
3803254,,,Cestrum filipes,Urb. & Ekman,species,accepted,Cestrum,filipes,
8123303,,,Cestrum toledii,Carvalho & Schnoor,species,accepted,Cestrum,toledii,
7299159,,,Cestrum corymbosum,Schltdl.,species,accepted,Cestrum,corymbosum,
12186981,,,Cestrum lozadae,Cruz Durán & S.Valencia,species,accepted,Cestrum,lozadae,
3801179,,,Cestrum strictum,Schott ex Sendtn.,species,accepted,Cestrum,strictum,
3802566,,,Cestrum lehmannii,Francey,species,accepted,Cestrum,lehmannii,
3801897,,,Cestrum pariense,Steyerm.,species,accepted,Cestrum,pariense,
3803075,,,Cestrum gracile,Francey,species,accepted,Cestrum,gracile,
3797504,,,Cestrum auriculatum,L'Hér.,species,accepted,Cestrum,auriculatum,
3802980,,,Cestrum hassleri,Francey,species,accepted,Cestrum,hassleri,
3797019,,,Cestrum corcovadense,Miers,species,accepted,Cestrum,corcovadense,
3800701,,,Cestrum virgaurea,Urb. & Ekman,species,accepted,Cestrum,virgaurea,
3802223,,,Cestrum mortonianum,J.L.Gentry,species,accepted,Cestrum,mortonianum,
3801400,,,Cestrum ruizteranianum,Benítez & D' Arcy,species,accepted,Cestrum,ruizteranianum,
3802926,,,Cestrum hirtum,Sw.,species,accepted,Cestrum,hirtum,
7300178,,,Cestrum falcatum,Francey,species,accepted,Cestrum,falcatum,
3802744,,,Cestrum laevifolium,Francey,species,accepted,Cestrum,laevifolium,
3801586,,,Cestrum psittacinum,Stapf,species,accepted,Cestrum,psittacinum,
3803324,,,Cestrum eriochiton,Sendtn.,species,accepted,Cestrum,eriochiton,
7299866,,,Cestrum strigillatum,Ruiz & Pav.,species,accepted,Cestrum,strigillatum,
3802151,,,Cestrum nitidum,M.Martens & Galeotti,species,accepted,Cestrum,nitidum,
2928787,,,Cestrum macrophyllum,Vent.,species,accepted,Cestrum,macrophyllum,
3797180,,,Cestrum candidum,Seem. & J.C.Schmidt,species,doubtful,Cestrum,candidum,
3800646,,,Cestrum weberbaueri,Francey,species,accepted,Cestrum,weberbaueri,
3802352,,,Cestrum megalophyllum,Dunal,species,accepted,Cestrum,megalophyllum,
3801408,,,Cestrum rugulosum,Francey,species,accepted,Cestrum,rugulosum,
3797784,,,Cestrum africanum,Francey,species,doubtful,Cestrum,africanum,
3801499,,,Cestrum ramulosum,Francey,species,accepted,Cestrum,ramulosum,
3802214,,,Cestrum mucronatum,Miers,species,doubtful,Cestrum,mucronatum,
7300082,,,Cestrum laevigatum,Schltdl.,species,accepted,Cestrum,laevigatum,
3802572,,,Cestrum laxum,Benth.,species,accepted,Cestrum,laxum,
7299956,,,Cestrum pedicellatum,Sendtn.,species,accepted,Cestrum,pedicellatum,
3802262,,,Cestrum mononeurum,Urb. & Ekman,species,accepted,Cestrum,mononeurum,
8261486,,,Cestrum buxoides,"Ekman, 1925",species,doubtful,Cestrum,buxoides,
7299821,,,Cestrum undulatum,Ruiz & Pav.,species,accepted,Cestrum,undulatum,
3802318,,,Cestrum micans,Francey,species,accepted,Cestrum,micans,
3797626,,,Cestrum angulosum,Urb.,species,accepted,Cestrum,angulosum,
7522859,,,Cestrum franceyi,C.V.Morton,species,accepted,Cestrum,franceyi,
3803117,,,Cestrum galeottianum,Francey,species,accepted,Cestrum,galeottianum,
3803095,,,Cestrum glanduliferum,Kerber ex Francey,species,accepted,Cestrum,glanduliferum,
8112389,,,Cestrum umbellatum,Pauquy,species,doubtful,Cestrum,umbellatum,
3801441,,,Cestrum rigidum,Rusby,species,accepted,Cestrum,rigidum,
3801719,,,Cestrum petiolare,Kunth,species,accepted,Cestrum,petiolare,
3801630,,,Cestrum polyanthum,Sendtn.,species,accepted,Cestrum,polyanthum,
3796750,,,Cestrum domingense,O.E.Schulz,species,accepted,Cestrum,domingense,
3802326,,,Cestrum mexicanum,Francey,species,accepted,Cestrum,mexicanum,
3797437,,,Cestrum benthamii,Miers,species,accepted,Cestrum,benthamii,
8516038,,,Habrothamnus aurantiacus,"Seem., 1859",species,doubtful,Habrothamnus,aurantiacus,
3801594,,,Cestrum pseudopedicellatum,Francey,species,accepted,Cestrum,pseudopedicellatum,
3803237,,,Cestrum flavinervium,Francey,species,accepted,Cestrum,flavinervium,
7829285,,,Cestrum peruvianum,Willd. ex Roem. & Schult.,species,accepted,Cestrum,peruvianum,
8242680,,,Cestrum contrerasianum,A.K.Monro,species,accepted,Cestrum,contrerasianum,
3800991,,,Cestrum thrysoideum,Kunth,species,accepted,Cestrum,thrysoideum,
2928791,,,Cestrum nocturnum,L.,species,accepted,Cestrum,nocturnum,
3797107,,,Cestrum citrifolium,Retz.,species,accepted,Cestrum,citrifolium,
7300153,,,Cestrum fragile,Francey,species,accepted,Cestrum,fragile,
3802282,,,Cestrum milciomejiae,Zanoni,species,accepted,Cestrum,milciomejiae,
7980403,,,Cestrum gilliae,A.K.Monro,species,accepted,Cestrum,gilliae,
3801751,,,Cestrum pennellii,Francey,species,accepted,Cestrum,pennellii,
3801455,,,Cestrum retrofractum,Dunal,species,accepted,Cestrum,retrofractum,
8077344,,,Cestrum sparsiflorum,Britton ex Rusby,species,accepted,Cestrum,sparsiflorum,
3801612,,,Cestrum potaliifolium,Dunal,species,accepted,Cestrum,potaliifolium,
3803391,,,Cestrum ekmanii,Urb. & O.E.Schulz,species,accepted,Cestrum,ekmanii,
3797611,,,Cestrum angustifolium,Francey,species,doubtful,Cestrum,angustifolium,
7795025,,,Cestrum clarum,Morton,species,doubtful,Cestrum,clarum,
7299919,,,Cestrum racemosum,Ruiz & Pav.,species,accepted,Cestrum,racemosum,
3802804,,,Cestrum jaramillanum,Benítez & D' Arcy,species,accepted,Cestrum,jaramillanum,
3803404,,,Cestrum ecuadorense,Francey,species,accepted,Cestrum,ecuadorense,
3801461,,,Cestrum reticulatum,Francey,species,accepted,Cestrum,reticulatum,
7299243,,,Cestrum bicolor,Urb.,species,accepted,Cestrum,bicolor,
3800918,,,Cestrum tubulosum,Sendtn.,species,accepted,Cestrum,tubulosum,
3797138,,,Cestrum chimborazinum,Francey,species,accepted,Cestrum,chimborazinum,
3801038,,,Cestrum tenuifolium,Francey,species,accepted,Cestrum,tenuifolium,
3796907,,,Cestrum darcyanum,Benítez & N.W.Sawyer,species,accepted,Cestrum,darcyanum,
3802392,,,Cestrum mancoi,J.F.Macbr.,species,accepted,Cestrum,mancoi,
3803321,,,Cestrum euanthes,Schltdl.,species,accepted,Cestrum,euanthes,
3797081,,,Cestrum coelophlebium,O.E.Schulz,species,accepted,Cestrum,coelophlebium,
7464589,,,Cestrum zarucchianum,D' Arcy,species,accepted,Cestrum,zarucchianum,
3803124,,,Cestrum fulvescens,Fernald,species,accepted,Cestrum,fulvescens,
2928788,,,Cestrum daphnoides,Griseb.,species,accepted,Cestrum,daphnoides,
8217946,,,Cestrum tinum,St.-Lag.,species,doubtful,Cestrum,tinum,
3801970,,,Cestrum pallidissimum,Francey,species,accepted,Cestrum,pallidissimum,
2928785,,,Cestrum salicifolium,Jacq.,species,accepted,Cestrum,salicifolium,
7299208,,,Cestrum buxoides,Ekman ex Urb.,species,accepted,Cestrum,buxoides,
3801665,,,Cestrum plukenetii,Tausch,species,doubtful,Cestrum,plukenetii,
7299898,,,Cestrum santanderianum,Francey,species,accepted,Cestrum,santanderianum,
3802760,,,Cestrum kunthii,Francey,species,accepted,Cestrum,kunthii,
3796962,,,Cestrum cultum,Francey,species,accepted,Cestrum,cultum,
3801111,,,Cestrum subcordatum,Francey,species,accepted,Cestrum,subcordatum,
3802115,,,Cestrum oblongifolium,Schltdl.,species,accepted,Cestrum,oblongifolium,
3803309,,,Cestrum exstipulatum,Ledeb.,species,doubtful,Cestrum,exstipulatum,
7686185,,,Cestrum alateroides,Desf. ex Ham.,species,doubtful,Cestrum,alateroides,
3802008,,,Cestrum ovalifolium,Francey,species,accepted,Cestrum,ovalifolium,
3797065,,,Cestrum colombianum,Francey,species,accepted,Cestrum,colombianum,
3802833,,,Cestrum irazuense,Kuntze,species,accepted,Cestrum,irazuense,
3802440,,,Cestrum macbridei,Francey,species,accepted,Cestrum,macbridei,
7299810,,,Cestrum velutinum,Hiern,species,accepted,Cestrum,velutinum,
7978822,,,Cestrum roseum,Kunth,species,accepted,Cestrum,roseum,
7585769,,,Cestrum acuminatum,Sweet,species,doubtful,Cestrum,acuminatum,
3800898,,,Cestrum turquinense,Urb.,species,accepted,Cestrum,turquinense,
3797170,,,Cestrum capsulare,Carvalho & Schnoor,species,accepted,Cestrum,capsulare,
3800670,,,Cestrum viridifolium,Francey,species,accepted,Cestrum,viridifolium,
7300091,,,Cestrum jacaltenanginum,Loes.,species,accepted,Cestrum,jacaltenanginum,
8844870,,,Cestrum nocturnum,"Lam, 1785",species,doubtful,Cestrum,nocturnum,
3797016,,,Cestrum cordatum,Schott ex Sendtn.,species,accepted,Cestrum,cordatum,
3802505,,,Cestrum longiflorum,Ruiz & Pav.,species,accepted,Cestrum,longiflorum,
7759317,,,Cestrum lindenii,Dunal,species,accepted,Cestrum,lindenii,
3802311,,,Cestrum microcalyx,Francey,species,accepted,Cestrum,microcalyx,
3797416,,,Cestrum bigibbosum,Pittier,species,accepted,Cestrum,bigibbosum,
3803144,,,Cestrum fraternum,C.V.Morton,species,accepted,Cestrum,fraternum,
7972104,,,Cestrum tomentosum,L.fil.,species,accepted,Cestrum,tomentosum,
7434687,,,Cestrum ovatolanceolatum,Francey,species,accepted,Cestrum,ovatolanceolatum,
7635081,,,Cestrum viridiflorum,Francey,species,accepted,Cestrum,viridiflorum,
3802270,,,Cestrum moaense,Borhidi & O.Muñiz,species,accepted,Cestrum,moaense,
7300123,,,Cestrum guaraniticum,Chodat & Hassl.,species,accepted,Cestrum,guaraniticum,
3801251,,,Cestrum skutchii,C.V.Morton,species,accepted,Cestrum,skutchii,
7299825,,,Cestrum tuerckheimii,O.E.Schulz,species,accepted,Cestrum,tuerckheimii,
7299228,,,Cestrum bracteatum,Link & Otto,species,accepted,Cestrum,bracteatum,
3801242,,,Cestrum sparsiflorum,"Britton, 1900",species,doubtful,Cestrum,sparsiflorum,
3802366,,,Cestrum martii,Sendtn.,species,accepted,Cestrum,martii,
7801068,,,Cestrum thyrsoideum,Kunth,species,accepted,Cestrum,thyrsoideum,
8175541,,,Cestrum salzmannii,Dunal,species,accepted,Cestrum,salzmannii,
7299996,,,Cestrum ochraceum,Francey,species,accepted,Cestrum,ochraceum,
5341761,,,Duboisia myoporoides,R.Br.,species,accepted,Duboisia,myoporoides,
7299246,,,Cestrum bahamense,Britton,species,accepted,Cestrum,bahamense,
7300120,,,Cestrum guatemalense,Francey,species,accepted,Cestrum,guatemalense,
7299860,,,Cestrum stuebelii,Hieron. ex Francey,species,accepted,Cestrum,stuebelii,
3800982,,,Cestrum tillettii,Benítez & D' Arcy,species,accepted,Cestrum,tillettii,
3801657,,,Cestrum poasanum,Donn.Sm.,species,accepted,Cestrum,poasanum,
7300035,,,Cestrum mariquitense,Kunth,species,accepted,Cestrum,mariquitense,
3803411,,,Cestrum dunalii,Francey,species,accepted,Cestrum,dunalii,
3801538,,,Cestrum quitense,Francey,species,accepted,Cestrum,quitense,
3803033,,,Cestrum grandifolium,Francey,species,accepted,Cestrum,grandifolium,
8195322,,,Cestrum darienense,A.K.Monro,species,accepted,Cestrum,darienense,
7841011,,,Cestrum subumbellatum,Vig.-Silva & M.Nee,species,accepted,Cestrum,subumbellatum,
3801511,,,Cestrum raimondianum,Francey,species,accepted,Cestrum,raimondianum,
8131064,,,Cestrum latifolium,Lam.,species,accepted,Cestrum,latifolium,
3801925,,,Cestrum paniculatum,Sessé & Moc.,species,doubtful,Cestrum,paniculatum,
3800696,,,Cestrum viride,Moric. ex Dunal,species,accepted,Cestrum,viride,
