taxonID,parent,synonymOf,name,authorship,taxonRank,status
7988804,,7299631,Solanum mitratum,Greenm. ex Donn.Sm.,species,synonym
3801663,,7299631,Bassovia purpusii,Brandegee,species,synonym
3799700,,7299631,Lycianthes heteroclita coalescens,Bitter,subspecies,synonym
3801830,,3799595,Bassovia inaequilatera,Rusby,species,synonym
3798711,,3799595,Lycianthes ulei strigulosa,Bitter,variety,synonym
3800763,,3799595,Brachistus subfalcatus,Rusby,species,synonym
3801892,,3799595,Bassovia fendleri,Rusby,species,synonym
3800273,,3799595,Lycianthes aurigera,Standl. & L.O.Williams,species,synonym
7299456,,3799595,Lycianthes ulei,Bitter,species,synonym
3799525,,3799595,Lycianthes lankesteri,C.V.Morton & Standl.,species,synonym
8097563,,3799595,Solanum inaequilaterum,Rusby ex Bitter,species,heterotypic synonym
3798715,,3799595,Lycianthes ulei dolichodonta,Bitter,subspecies,synonym
3799290,,7299631,Lycianthes mitrata,(Greenm.) Bitter,species,synonym
3800954,,3799595,Brachistus inaequilaterus,(Rusby) Rusby,species,synonym
3801905,,7299631,Bassovia escuintlensis,(J.M.Coult.) Standl.,species,synonym
9637759,,7299631,Lycianthes escuintlensis,(J.M.Coult.) D,species,synonym
3799908,,7299631,Lycianthes escuintlensis,(J.M.Coult.) D' Arcy,species,synonym
3800198,,7299631,Solanum escuintlense,(J.M.Coult.) Hunz.,species,synonym
3798855,,7299631,Capsicum escuintlense,(J.M.Coult.) Standl.,species,synonym
3798793,,3799595,Lycianthes subfalcata,(Rusby) Rusby,species,synonym
3799886,,3799595,Lycianthes fendleri,(Rusby) Rusby,species,synonym
3801009,,3799595,Brachistus fendleri,(Rusby) Rusby,species,synonym
3797272,,3799595,Solanum ulei,(Bitter) C.V.Morton,species,synonym
3797012,,3799026,Solanum urbanum foliosum,Chodat,variety,synonym
8011160,,3799026,Lycianthes rantonnei,(Carrière) Bitter,species,synonym
3796994,,3799026,Solanum urbanum typicum,Chodat,variety,synonym
3797000,,3799026,Solanum urbanum subtomentosum,Chodat,variety,synonym
3800199,,3799026,Solanum muticum,N.E.Br.,species,synonym
3802869,,3799026,Solanum rantonnetii,Carrière,species,synonym
8341580,,3799026,Solanum corniculatum,Hiern,species,heterotypic synonym
7299161,,3799026,Solanum urbanum,Morong,species,synonym
3797009,,3799026,Solanum urbanum nervosum,Chodat,variety,synonym
3797756,,3799026,Solanum japonicum,Carrière,species,synonym
7604338,,3799026,Solanum rantonnetii,Carrière ex Lesc.,species,synonym
8521521,,3800190,Solanum flexuosum,B.Heyne,species,homotypic synonym
8291201,,3800190,Solanum neesianum,Dalzell & A.Gibson,species,synonym
8368807,,3800190,Solanum bigeminatum zeylanicum,C.B.Clarke,variety,synonym
8472614,,3800190,Solanum angulosum,B.Heyne,species,homotypic synonym
3800142,,3800190,Solanum bigeminatum,Nees,species,synonym
8680863,,3800190,Solanum cupulatum,Miq.,species,homotypic synonym
7724585,,3800190,Solanum membranaceum,Thwaites,species,synonym
3801841,,3800190,Solanum angulosum,B.Heyne ex Nees,species,synonym
7349941,,3800190,Solanum flexuosum,B.Heyne ex Nees,species,synonym
3796817,,3800190,Solanum cupulatum,Miq. ex C.B.Clarke,species,synonym
3799563,,3800190,Lycianthes laevis bigeminata,(Nees) Deb,subspecies,synonym
3803449,,3799977,Solanum cutacense,Kunth,species,synonym
3797090,,3799531,Solanum lagunense,Elmer,species,synonym
8410949,,3799531,Solanum anisophyllum,Elmer,species,heterotypic synonym
10667113,,3799531,Lycianthes anisophylla,(Elmer) Bitter,species,heterotypic synonym
3798506,,7299690,Solanum chiapense,Brandegee,species,synonym
7299691,,,Lycianthes chiapensis chiapensis,,variety,accepted
3800097,,,Lycianthes chiapensis sparsistellata,Standl. & Steyerm.,variety,accepted
3799217,,7299690,Lycianthes nyssifolia,Bitter,species,synonym
3801220,,7299735,Solanum arrazolense,J.M.Coult.,species,synonym
7299807,,7299489,Solanum sideroxyloides,Schltdl.,species,synonym
3799063,,7299511,Lycianthes purpusii extensidentata,Bitter,variety,synonym
3803230,,7299511,Solanum purpusii,Brandegee,species,synonym
3798653,,7299511,Lycianthes vulpina,Standl.,species,synonym
3799843,,3800171,Solanum brachylobum,Van Heurck & Müll.Arg.,species,synonym
11283965,,8113015,Solanum mocinianum luteiflorum,Dunal,form,synonym
8027238,,8113015,Solanum lentum,Kunth ex Dunal,species,heterotypic synonym
10912790,,8113015,Solanum mozinoanum,Dunal,species,synonym
10677560,,8113015,Solanum mozinoanum luteiflorum,Dunal,variety,synonym
3800727,,8113015,Solanum mocinianum,Dunal,species,synonym
7829553,,8113015,Solanum uniflorum,Sessé & Moc.,species,synonym
10753078,,,Lycianthes mozinoana margaretiana,E.Dean,variety,accepted
10762330,,,Lycianthes mozinoana oaxacana,E.Dean,variety,accepted
3800596,,8113015,Solanum monanthum,Roem. & Schult.,species,synonym
8578580,,8113015,Solanum lentum,Kunth,species,homotypic synonym
7299550,,8113015,Solanum campylocladum,Dunal,species,synonym
10746021,,,Lycianthes mozinoana mozinoana,,variety,accepted
7629135,,8113015,Solanum uniflorum,Sessé ex Lag.,species,synonym
11268320,,8113015,Solanum mocinianum,Dunal ex Poir.,species,synonym
3799289,,8113015,Lycianthes mociniana,(Dunal) Bitter,species,synonym
3800143,,8113015,Lycianthes campyloclada,(Dunal) Bitter,species,synonym
3798881,,7477069,Lycianthes solitaria,C.Y.Wu & A.M.Lu,species,heterotypic synonym
3799337,,7299566,Lycianthes maxonii appendiculata,Standl.,variety,synonym
7299567,,,Lycianthes maxonii maxonii,,variety,accepted
3799328,,,Lycianthes maxonii grandidentata,D' Arcy,variety,accepted
7504271,,3799438,Solanum lineatum,Ruiz & Pav.,species,heterotypic synonym
3797109,,3799913,Solanum crassidens,C.V.Morton,species,synonym
8578533,,8679578,Solanum ciliatum,Blume,species,homotypic synonym
7531771,,8679578,Solanum crassipetalum,Wight ex C.B.Clarke,species,synonym
7657041,,8679578,Solanum ciliatum,Blume ex Miq.,species,heterotypic synonym
9586287,,8679578,Solanum nigrum,Lesch. ex Dunal,species,heterotypic synonym
3800031,,8679578,Solanum nematosepalum,Miq.,species,synonym
7605841,,8679578,Solanum denticulatum,Blume,species,heterotypic synonym
10967203,,8679578,Solanum denticulatum sumatrense,Witasek,variety,synonym
8968455,,8679578,Solanum nigrum,Lesch.,species,homotypic synonym
8651346,,8679578,Solanum membranaceum,Wight,species,homotypic synonym
8417603,,8679578,Solanum crassipetalum,Wight ex C.B.CIarke,species,synonym
8447554,,8679578,Solanum crassipetalum,Wight,species,homotypic synonym
7783647,,8679578,Solanum membranaceum,Wight ex C.B.Clarke,species,heterotypic synonym
3800172,,3799795,Solanum glandulosum acuminatissimum,Kuntze,variety,synonym
3799613,,3799795,Lycianthes hypomalaca,Bitter,species,synonym
3799104,,3799795,Lycianthes polycarpa,Rusby,species,synonym
3802683,,3799795,Solanum vitocense,Dunal,species,synonym
3800805,,3799795,Solanum australe,C.V.Morton,species,synonym
7455634,,3799795,Solanum glandulosum,Ruiz & Pav.,species,heterotypic synonym
3800170,,3799795,Solanum glandulosum normale,Kuntze,variety,synonym
3796880,,3799795,Solanum pseudolycioides,Chodat & Hassl.,species,proparte synonym
3798592,,3799795,Solanum hypomalacum,(Bitter) C.V.Morton,species,synonym
3800165,,3799795,Solanum glandulosum stellatopubescens,Kuntze,variety,proparte synonym
3800260,,3799795,Lycianthes australis,(C.V.Morton) Hunz. & Barboza,species,synonym
3797350,,3799112,Solanum poeppigii,(Bitter) C.V.Morton,species,synonym
3800266,,3799795,Lycianthes australe,(C.V.Morton) Hunz. & Barboza,species,proparte synonym
3797393,,3798768,Solanum conspicuum,C.V.Morton,species,synonym
7299596,,3800364,Lycianthes lehmannii,Bitter,species,synonym
3798759,,3800364,Lycianthes tarmensis,Bitter,species,synonym
3802319,,3800364,Solanum xylopiifolium,Dunal,species,synonym
3800080,,3800364,Lycianthes chrysothrix dolichopoda,Bitter,subspecies,synonym
3800353,,3800364,Lycianthes alopecoclada,Bitter,species,synonym
3799762,,3800364,Lycianthes goudotii uberior,Bitter,variety,synonym
3799497,,3800364,Lycianthes lehmannii gibbosiaspera,Bitter,subspecies,synonym
3798633,,3800364,Lycianthes xylopiifolia intermedia,Bitter,variety,synonym
8635931,,3800364,Lycianthes conicibaccata,Bitter,species,homotypic synonym
3798628,,3800364,Lycianthes xylopiifolia maxima,Bitter,variety,synonym
3802931,,3800364,Solanum acutifolium,Ruiz & Pav.,species,heterotypic synonym
3798648,,3800364,Lycianthes weberbaueri,Bitter,species,synonym
7488960,,7993303,Lycianthes ornatum,(C.V.Morton) Bitter,species,synonym
3801887,,7993303,Bassovia ferruginea,Rusby,species,synonym
3803350,,3800364,Solanum lehmannii,(Bitter) C.V.Morton,species,synonym
8376511,,3800364,Solanum tarmense,(Bitter) C.V.Morton,species,heterotypic synonym
7299444,,3800364,Lycianthes xylopiifolia,(Dunal) Bitter,species,synonym
3800040,,3800364,Lycianthes conicibaccata,Bitter ex Seithe,species,synonym
3798991,,7993303,Solanum ornatum,(Bitter) C.V.Morton,species,synonym
3798977,,7993303,Lycianthes rufinervia,Rusby,species,synonym
7299653,,7993303,Lycianthes ferruginea,(Rusby) Rusby,species,synonym
3803398,,3799969,Solanum cyathocalyx,Van Heurck & Müll.Arg.,species,synonym
3798895,,7299547,Lycianthes sideroxyloides transitoria,Bitter,variety,synonym
3800164,,7299547,Lycianthes brevipes,Bitter,species,synonym
3799728,,7299547,Lycianthes hawkesiana,D' Arcy,species,synonym
3799861,,7299547,Lycianthes ferruginea firmior,Bitter,variety,synonym
3799918,,7299547,Lycianthes dominicana,C.V.Morton & Standl.,species,synonym
3799255,,7299547,Lycianthes multiflora plicitomentosa,Bitter,variety,synonym
3799419,,7299547,Lycianthes luteynii,D' Arcy,species,synonym
3799264,,7299547,Lycianthes multiflora extustomentosa,Bitter,variety,synonym
3799119,,7299547,Lycianthes pittieri,Bitter,species,synonym
3797717,,7299528,Solanum piliferum,Benth.,species,synonym
3797687,,7299528,Solanum pilosiusculum,M.Martens & Galeotti,species,synonym
3799129,,7299528,Lycianthes pilifera pilosiuscula,(M.Martens & Galeotti) Bitter,variety,synonym
3802829,,8197265,Solanum densestrigosum,Bitter,species,synonym
3799934,,8197265,Lycianthes densestrigosa,(Bitter) Bitter,species,synonym
3800359,,12238820,Solanum belense,Merrill & L.M.Perry,species,synonym
3800225,,12238820,Lycianthes belensis,(Merr. & L.M.Perry) A.R.Bean,species,synonym
3797058,,3799084,Solanum profunderugosum,(Bitter) C.V.Morton,species,synonym
3798735,,7299461,Lycianthes tricolor hirsutior,Bitter,variety,synonym
3799449,,7299461,Solanum nyctaginoides,Dunal,species,synonym
9105109,,7299461,Solanum monodynamum,Vis.,species,heterotypic synonym
3798730,,7299461,Lycianthes tricolor primoaurata,Bitter,variety,synonym
3798233,,7299461,Solanum tricolor,Dunal,species,synonym
3803126,,7299461,Solanum quadriflorum,M.Martens & Galeotti,species,synonym
3798739,,7299461,Lycianthes tricolor flavidipila,Bitter,variety,synonym
3797692,,7299461,Solanum pilosissimum,M.Martens & Galeotti,species,synonym
3800298,,7299461,Lycianthes arrazolensis patentipila,Bitter,variety,synonym
3799124,,7299461,Lycianthes pilosissima,(M.Martens & Galeotti) Bitter,species,synonym
3800796,,3798938,Brachistus sancti-caroli,H.J.P.Winkl.,species,synonym
3799262,,3799363,Solanum campylocladum magdalenae,Dunal,variety,synonym
7364740,,7299714,Solanum decemfidum,Nees,species,heterotypic synonym
9131618,,7299714,Solanum biflorum corynephorum,Kuntze,variety,synonym
3800129,,7299714,Solanum stauntonii,Dunal ex D.Don,species,synonym
8271382,,,Lycianthes biflora subtusochracea,Bitter,variety,accepted
3800858,,7299714,Solanum mindanaense,Elmer,species,synonym
3798950,,7299714,Solanum osbeckii,Dunal,species,synonym
3799418,,7299714,Solanum calleryanum,Dunal,species,synonym
8609418,,7299714,Solanum stauntonii,Dunal,species,homotypic synonym
3802201,,7299714,Solanum zollingeri,Dunal,species,synonym
8965344,,7299714,Solanum zollingeri multiflorum,Dunal,variety,synonym
7299713,,,Lycianthes biflorum biflorum,,variety,accepted
3800204,,,Lycianthes biflorum glabrum,"(Koidz. ex Hats.) Hatus., 1994",variety,accepted
8071472,,7299714,Solanum biflorum,Lour.,species,heterotypic synonym
7701073,,,Lycianthes biflora biflora,,variety,accepted
3800629,,7299714,Solanum mollissimum,Blume,species,synonym
11304979,,7299714,Solanum biflorum kotoensis,Y.C.Liu & C.H.Ou,subspecies,synonym
8259767,,7299714,Solanum diphyllum,Osbeck,species,heterotypic synonym
8464546,,7299714,Solanum multifidum,Buch.-Ham.,species,homotypic synonym
7754627,,7299714,Solanum roxburghii,Dunal ex D.Don,species,heterotypic synonym
3801398,,7299714,Solanum javanicum,Dunal,species,synonym
3803160,,7299714,Solanum decemdentatum,Roxb.,species,synonym
11316516,,7299714,Solanum osbeckii stauntonii,Dunal,subspecies,synonym
7681142,,7299714,Solanum multifidum,Buch.-Ham. ex D.Don,species,heterotypic synonym
8385133,,7299714,Solanum osbeckii stauntonii,Dunal,variety,synonym
3802148,,3799363,Solanum magdalenense,(Dunal) C.V.Morton,species,synonym
7563315,,7299714,Lycianthes biflora mollissima,(Blume) Bitter,variety,synonym
7938218,,7299714,Lycianthes biflora glabrum,(Koidz. ex Hatus.) Hatus.,variety,synonym
7299563,,,Physaliastrum yunnanense yunnanense,,subspecies,accepted
8367293,,,Physaliastrum yunnanense bhutanicum,(Grierson & D.G.Long) D' Arcy & Z.Y.Zhang,subspecies,accepted
3800464,,5580934,Chamaesaracha heterophylla,Hemsl.,species,synonym
3800552,,5580934,Leucophysalis heterophylla,(Hemsl.) Averett,species,synonym
3801140,,5580934,Withania heterophylla,(Hemsl.) Hunz.,species,synonym
8224171,,5580936,Physaliastrum echinatum occultibaccum,X.H.Guo & S.B.Zhou,variety,synonym
5580931,,5580936,Physaliastrum japonicum occultibaccum,X.H.Guo & S.B.Zhou,variety,synonym
3800485,,5580936,Chamaesaracha echinata,Yatabe,species,synonym
3801154,,5580936,Withania echinata,(Yatabe) Hunz.,species,synonym
8178124,,7299569,Chamaesaracha savatieri,Makino,species,synonym
3800458,,7299569,Chamaesaracha japonica,Franch. & Sav.,species,synonym
3800351,,7299569,Chamaesaracha watanabaei,Yatabe,species,synonym
7904722,,7299569,Physaliastrum kimurai,Makino,species,synonym
5580930,,7299569,Physaliastrum kimurae,Makino,species,synonym
5580928,,7299569,Physaliastrum savatieri,(Makino) Makino,species,synonym
3800525,,7299569,Leucophysalis savatieri,(Makino) Averett,species,synonym
8692939,,7299569,Leucophysalis japonica,(Franch. & Sav.) Averett,species,synonym
3801122,,7299569,Withania japonica,(Franch. & Sav.) Hunz.,species,synonym
7595934,,7299569,Physaliastrum savatieri kimurai,(Makino) Ohwi,form,synonym
3800542,,7299569,Leucophysalis kimurai,(Makino) Averett,species,synonym
5580933,,7299569,Physaliastrum japonicum kimurae,(Makino) Yonek.,form,synonym
10911131,,7299569,Leucophysalis kimurae,(Makino) Averett,species,synonym
3800521,,5580926,Leucophysalis sinicum,(Kuang & A.M.Lu) Averett,species,synonym
3800968,,5580926,Withania sinica,(Kuang & A.M.Lu) Hunz.,species,synonym
3801113,,5580929,Withania kweichouensis,(Kuang & A.M.Lu) Hunz.,species,synonym
3800537,,5580929,Leucophysalis kweichouense,(Kuang & A.M.Lu) Averett,species,synonym
3802607,,7299316,Lycium scoparium normale,A.Terracc.,variety,synonym
3797867,,7299316,Lycium chilense normale,A.Terracc.,variety,synonym
7300125,,3797985,Lycium patagonicum,Miers,species,synonym
3797712,,3797985,Lycium comberi donatii,F.A.Barkley,variety,synonym
3803027,,3797985,Lycium patagonicum normale,A.Terracc.,variety,synonym
3802712,,3797985,Lycium salsum patagonicum,(Miers) Kuntze,variety,synonym
7299294,,3797998,Lycium comberi,C.L.Hitchc.,species,synonym
3803347,,3797989,Lycium melanopotamicum,Niederl.,species,synonym
3798402,,3797989,Lycium scoparium confertiflorum,Miers,variety,synonym
3803030,,3797989,Lycium patagonicum melanopotamicum,(Niederl.) A.Terracc.,variety,synonym
12284698,,3797989,Lycium scoparium confertiflorum,(Miers) A.Terracc.,subspecies,synonym
3803318,,7397258,Lycium microphyllum,Phil.,species,heterotypic synonym
7585553,,7397258,Lycium filifolium minutifolium,Miers,variety,synonym
3802964,,7397258,Lycium philippianum,Speg.,species,synonym
7602911,,7397258,Lycium chilense minutifolium,(Miers) A.Terracc.,form,synonym
10667140,,7397258,Lycium minutifolium,(Miers) Phil.,species,heterotypic synonym
3802271,,3797821,Lycium vergarae,Phil.,species,synonym
3802575,,8141744,Lycium sessiliflorum,Phil.,species,synonym
3802288,,8141744,Lycium venosum,Phil.,species,synonym
3797064,,8141744,Lycium gracile,Meyen,species,synonym
3797835,,8141744,Lycium chilense rhadinum,(Phil.) Reiche,variety,synonym
3797850,,8141744,Lycium chilense peruviense,F.A.Barkley,variety,synonym
3797948,,8141744,Lycium chilense glabriusculum,Phil.,variety,synonym
3802517,,8141744,Lycium sparrei,F.A.Barkley,species,synonym
8065846,,8141744,Lycium chilense venosum,(Phil.) Reiche,variety,synonym
3802722,,8141744,Lycium salsum gracile,(Meyen) Kuntze,variety,synonym
6402245,,8141744,Lycium chilense gracile,(Meyen) A.Terracc.,variety,synonym
3797931,,8141744,Lycium chilense gracile,(Meyen) Reiche,subspecies,synonym
3802808,,8141744,Lycium rhadinum,Phil.,species,synonym
8218131,,8141744,Lycium chilense glaberrimum,(Phil.) A.Terracc.,form,synonym
7299234,,3797970,Lycium filifolium,Gillies,species,homotypic synonym
7675665,,3797970,Lycium filifolium,Gillies ex Miers,species,synonym
3798146,,3797970,Lycium capillare,Miers,species,synonym
3798006,,3797970,Lycium chilense capillare,(Miers) A.Terracc.,variety,synonym
8265956,,7258980,Capsicum mexicanum,Hasenb.,species,synonym
3798587,,3799221,Capsicum indicum aviculare,Dierb.,variety,synonym
3798744,,3799221,Capsicum frutescens minus,Fingerh.,variety,synonym
3799021,,3799221,Capsicum chlorocladum,Dunal,species,synonym
3798267,,3799221,Capsicum pendulum minus,Dunal,variety,synonym
3799291,,3799221,Capsicum angustifolium,Dunal,species,synonym
8223636,,3799221,Capsicum minimum,Mill.,species,heterotypic synonym
3798389,,3799221,Capsicum microphyllum,Dunal,species,synonym
3798538,,3799221,Capsicum laurifolium,Dunal,species,synonym
7299440,,3799221,Capsicum hispidum,Dunal,species,synonym
7452334,,3799221,Capsicum pendulum minus,Fingerh.,variety,synonym
3798646,,3799221,Capsicum havanense,Kunth,species,synonym
3798615,,3799221,Capsicum hispidum glabriusculum,Dunal,variety,synonym
9626555,,3799221,Capsicum annuum aviculare,(Dierb.) D' Arcy & Eschbaugh,variety,synonym
3799185,,3799221,Capsicum annuum minus,(Fingerh.) Shinners,variety,synonym
4274681,,3799221,Capsicum annuum minimum,(Mill.) Heiser,variety,synonym
3798766,,3799221,Capsicum frutescens glabriusculum,(Dunal) M.R.Almeida,variety,synonym
3801049,,3798903,Brachistus dimorphus,Miers,species,synonym
3798839,,6711723,Capsicum eximium tomentosum,Eschbaugh & P.G.Sm.,variety,synonym
7299364,,,Capsicum sectio sectio,,variety,accepted
3798116,,,Capsicum sectio eucapsicum,"Wettst., 1891",variety,accepted
7299483,,7299482,Capsicum eximium eximium,,variety,synonym
11001578,,10689752,Capsicum benoistii,Hunz.,species,homotypic synonym
3799836,,3798607,Solanum brachypodon,Dunal,species,synonym
3798864,,3798607,Capsicum eggersii,Bitter,species,synonym
3801965,,3798607,Bassovia brachypoda,Dunal,species,synonym
3800963,,3798607,Brachistus hookerianus,Miers,species,synonym
3799098,,3798607,Capsicum brachypodum,(Dunal) Kuntze,species,synonym
3798353,,7299409,Capsicum mirabile grandiflorum,Sendtn.,variety,synonym
3799087,,7299409,Capsicum buforum,Hunz.,species,synonym
6711721,,3798192,Capsicum microcarpum tomentosum,Chodat & Hassl.,variety,synonym
3798243,,3798192,Capsicum praetermissum,Heiser & P.G.Sm.,species,synonym
3799121,,3798192,Capsicum baccatum praetermissum,(Heiser & Sm.) Hunz.,variety,synonym
3798230,,2932938,Capsicum pulchellum,Salisb.,species,synonym
8300881,,2932938,Capsicum baccatum,Kunth,species,synonym
7258979,,,Capsicum baccatum baccatum,,variety,accepted
3798408,,,Capsicum microcarpon fruticosum,Sendtn.,form,accepted
7386683,,2932938,Capsicum microcarpum fruticosum,Sendtn.,form,synonym
12018086,,2932938,Capsicum microcarpum herbaceum,Sendtn.,form,synonym
3798569,,2932938,Capsicum indicum ribesium,Dierb.,variety,synonym
3798395,,2932938,Capsicum microcarpum glabrescens,Hassl.,variety,synonym
3799018,,2932938,Capsicum ciliare,Willd.,species,synonym
3799002,,2932938,Capsicum comarim,Vell.,species,synonym
7299413,,2932938,Capsicum microcarpum,Cav.,species,synonym
12119203,,2932938,Capsicum microcarpon,Spin,species,synonym
3798925,,2932938,Capsicum cumanense,Fingerh.,species,synonym
7299418,,,Capsicum microcarpon microcarpon,,form,accepted
6402476,,2932938,Capsicum annuum baccatum,(L.) Terpó,subspecies,synonym
3798788,,2932938,Capsicum frutescens baccatum,(L.) Irish,variety,synonym
3799258,,2932938,Capsicum annuum baccatum,(L.) Kuntze,variety,synonym
6402448,,,Capsicum baccatum pendulum,(Willd.) Eshbaugh,variety,accepted
12367555,,2932938,Capsicum annuum microcarpum,(Cav.) Alef.,variety,synonym
12332351,,2932938,Capsicum frutescens microcarpum,(Cav.) L.H.Bailey,variety,synonym
3799187,,2932938,Capsicum annuum microcarpum,(Cav.) Voss,variety,synonym
3799117,,,Capsicum baccatum umbilicatum,(Vell.) Hunz. & Barboza,variety,accepted
3798658,,8511867,Capsicum guatemalense,Bitter,species,synonym
3800926,,8511867,Brachistus lanceolatus,Greenm. ex Donn.Sm.,species,synonym
7369638,,8511867,Brachistus lanceolatus,Greenm.,species,synonym
9687145,,7299513,Capsicum campylopodum,Sendn.,species,synonym
3798147,,7299513,Capsicum salicifolium,Dunal,species,synonym
3798680,,7299513,Capsicum gracilipes,Dunal,species,synonym
3800825,,3798719,Brachistus pubescens,A.Stewart,species,synonym
3798726,,3798719,Capsicum galapagense,Heiser & P.G.Sm.,species,synonym
3801730,,3798361,Bassovia minutiflora,Rusby,species,synonym
3797908,,7299326,Capsicum villosum latifolium,Sendtn.,variety,synonym
11319522,,3798717,Capsicum galapagoense,Heiser & P.G.Sm.,species,synonym
3797896,,11854669,Capsicum villosum vimineum,Wawra,form,synonym
3797902,,11854669,Capsicum villosum muticum,Sendtn.,variety,synonym
3801809,,11854669,Bassovia leptopoda,Dunal,species,synonym
7588356,,11854669,Solanum leptopodum,Dunal,species,synonym
3802354,,11854669,Solanum divergens,Dunal,species,synonym
3798524,,11854669,Capsicum leptopodum,(Dunal) Kuntze,species,synonym
3798736,,8403992,Capsicum frutescens queenslandicum,Domin,variety,synonym
7618566,,8403992,Capsicum baccatum,Vell.,species,heterotypic synonym
7564388,,8403992,Capsicum annuum parvo-acuminatum,Makino,variety,synonym
3798980,,8403992,Capsicum conoides,Roem. & Schult.,species,synonym
3798369,,8403992,Capsicum minimum,Roxb.,species,heterotypic synonym
3799232,,8403992,Capsicum annuum frutescens,(L.) Kuntze,variety,synonym
12131329,,8403992,Capsicum conoide chordale,Fingerh.,variety,synonym
11040371,,8403992,Capsicum frutescens,Willd.,species,synonym
3798921,,8403992,Capsicum curvipes,Dunal,species,synonym
12061265,,8403992,Capsicum frutescens multilobatum,Dunal,variety,synonym
7937295,,8403992,Capsicum conicum,G.Mey.,species,synonym
8834807,,8403992,Capsicum crispum piper-rabiosum,Dunal,variety,synonym
3798823,,8403992,Capsicum fastigiatum,Blume,species,synonym
12018540,,8403992,Capsicum annuum subconicum,Alef.,variety,synonym
7682046,,8403992,Capsicum indicum elaeocarpon,Dierb.,subspecies,synonym
12050700,,8403992,Capsicum conoide oblongoconicum,Dunal,variety,synonym
7299433,,8403992,Capsicum indicum,Rumph.,species,synonym
12362431,,8403992,Capsicum indicum,Dierb.,species,synonym
3798813,,8403992,Capsicum flexuosum perrotteti,Dunal,variety,synonym
7810891,,8403992,Capsicum longum,Bouton ex Dunal,species,synonym
11940378,,8403992,Capsicum conicum latifolium,Dunal,variety,synonym
8643785,,8403992,Capsicum longum,Bouton,species,homotypic synonym
12093686,,8403992,Capsicum conoide sulcatum,Fingerh.,variety,synonym
7347313,,,Capsicum frutescens frutescens,,subspecies,accepted
12087858,,8403992,Capsicum indicum barberideum,Dierb.,variety,synonym
12034834,,8403992,Capsicum conicum orientale,Dunal,variety,synonym
8019388,,8403992,Capsicum minimum,Blanco,species,synonym
12120506,,8403992,Capsicum conicum angustifolium,Dunal,variety,synonym
10900075,,,Capsicum frutescens conoides,(Mill.) L.H.Bailey,subspecies,accepted
3798929,,8403992,Capsicum crispum,Dunal,species,synonym
8258834,,8403992,Capsicum conoide,Mill.,species,synonym
12164280,,8403992,Capsicum annuum conicum,(G.Mey.) Alef.,variety,synonym
12318968,,8403992,Capsicum annuum frutescens,(L.) Alef.,variety,synonym
7580471,,8403992,Capsicum annuum conoide,(Mill.) Irish,variety,synonym
12158288,,8403992,Capsicum indicum conoide,(Mill.) Dierb.,variety,synonym
12024147,,8403992,Capsicum frutescens conoide,(Mill.) L.H.Bailey,variety,synonym
11858807,,,Capscium baccatum baccatum,,variety,accepted
11439279,,,Capscium baccatum pendulum,,variety,accepted
3799033,,7299506,Capsicum chacoense tomentosum,Hunz.,variety,synonym
3798185,,7299476,Capsicum ramosissimum,Witasek,species,synonym
3799069,,7299476,Capsicum campylopodium laurifolium,Chodat,form,synonym
3798282,,7299476,Capsicum parvifolium sellowianum,Dunal,variety,synonym
8539380,,7299476,Capsicum campylopodium magis-puberula,Chodat,form,synonym
3798340,,7299476,Capsicum mositicum,Toledo,species,synonym
3798130,,7299476,Capsicum schottianum leptophyllum,Dunal,variety,synonym
3798138,,7299476,Capsicum schottianum flexuosum,(Sendtn.) Hunz.,variety,synonym
5581150,,3798167,Witheringia dumetorum,Dunal,species,synonym
3803436,,3798167,Fregirardia luteiflora,Dunal,species,synonym
8307939,,3798167,Witheringia mollis,Kunth,species,heterotypic synonym
5581185,,3798167,Witheringia ciliata,Kunth,species,heterotypic synonym
3803393,,3798167,Fregirardia vargasii,Dunal,species,synonym
7429798,,3798167,Brachistus escuquensis,Pittier,species,synonym
7453524,,3798167,Brachistus arboreus,Pittier,species,synonym
8355877,,3798167,Brachistus ocumarensis,Pittier,species,synonym
5581152,,3798167,Witheringia diversifolia,Klotzsch,species,synonym
3801174,,3798167,Solanum mendax,Van Heurck & Müll.Arg.,species,synonym
3800989,,3798167,Brachistus haughtii,Svenson,species,synonym
3799306,,3798167,Capsicum aggregatum,Willd. ex Roem. & Schult.,species,synonym
7977844,,3798167,Brachistus caracasanus,Pittier,species,synonym
3803428,,3798167,Fregirardia mollis,(Kunth) Dunal,species,synonym
5581046,,3798167,Witheringia rhomboidea,Dunal,species,synonym
7358342,,3798167,Brachistus larensis,Pittier,species,synonym
12390330,,3798167,Lycium ovatum,Willd. ex Dunal,species,proparte synonym
8078328,,3798167,Brachistus barutanus,Pittier,species,synonym
8636852,,3798167,Capsicum aggregatum,Willd.,species,homotypic synonym
3800833,,3798167,Brachistus pringlei,S.Watson,species,synonym
9389203,,3798167,Solanum dumetorum,Willd.,species,synonym
8154410,,3798167,Brachistus mirus,Pittier,species,synonym
7736824,,3798167,Brachistus gracis,Pittier,species,synonym
3796785,,3798167,Fregirardia dumetorum,(Dunal) Dunal,species,synonym
3801042,,3798167,Brachistus dumetorum,(Dunal) Miers,species,synonym
3798883,,3798167,Capsicum dumetorum,(Dunal) Kuntze,species,synonym
