taxonID,parent,synonymOf,name,authorship,taxonRank,status
3799775,,2932911,Brunfelsia parvifolia,A.Rich.,species,synonym
3799780,,2932911,Brunfelsia parviflora,A.Rich.,species,synonym
3799880,,2932911,Brunfelsia longituba,Lem.,species,synonym
3799622,,3800103,Brunfelsia vinciflora,Griseb.,species,synonym
3800099,,3799821,Nicotiana dubia,Jacquem.,species,homotypic synonym
3799850,,3799821,Physochlaina grandiflora,Hook.,species,synonym
12388960,,3799821,Hyoscyamus pseudophysaloides,Roth,species,proparte synonym
3799806,,3799821,Physochlaina urceolata,Kuang & A.M.Lu,species,synonym
3799855,,3799821,Physochlaina dubia,Pascher,species,synonym
3801509,,3799821,Belenia praealta,Decne.,species,synonym
7654713,,3799821,Nicotiana dubia,Jacquem. ex Decne.,species,synonym
3802541,,3799821,Hyoscyamus praealtus,(Decne.) Walp.,species,synonym
5580802,,3799821,Scopolia praealta,(Decne.) Dunal,species,synonym
3796931,,7951525,Franciscea bahiensis,(Benth.) Miers,species,synonym
3782081,,3782077,Henoonia angustifolia,Urb.,species,synonym
3708792,,3782077,Castelaria brittonii,Small,species,synonym
3782073,,3782077,Bissea myrtifolia,(Griseb.) V.R.Fuentes,species,synonym
3782075,,3782077,Henoonia brittonii,(Small) Monach.,species,synonym
3709172,,3782077,Castela brittonii,(Small) Engl.,species,synonym
10973256,,3797809,Schwenkia hirta,Klotzsch,species,synonym
7299287,,3797809,Schwenckia hirta,Klotzsch,species,synonym
12331874,,12191768,Lycium intricatum angustifolium,Maire,subspecies,synonym
3801283,,3799607,Waddingtonia floribunda,Phil.,species,synonym
3799686,,3799607,Nicotiana lychnoides,J.Rémy,species,synonym
7551942,,3799607,Nicotiana lychnoides,J.Remy ex Gay,species,synonym
3800028,,3799607,Nicotiana floribunda,(Phil.) Reiche,species,synonym
3801245,,9287614,Juanulloa ochracea,Cuatrec.,species,synonym
3801325,,3803090,Markea panamensis,Standl.,species,synonym
3797362,,3803090,Ectozoma ulei,Dammer,species,synonym
3798809,,3803090,Solanum caudatum,Dunal,species,synonym
3801450,,3803090,Markea dimorpha,C.V.Morton,species,synonym
8196771,,3803090,Juanulloa ulei,Damm.,species,synonym
3803098,,3803090,Hawkesiophyton panamensis,"(Standl.) Hunz., 1977",species,synonym
3803103,,3803090,Hawkesiophyton panamense,(Standl.) Hunz.,species,synonym
3801213,,3803090,Markea ulei,(Dammer) Cuatrec.,species,synonym
5581317,,3797084,Physalis hyemalis,Salisb.,species,synonym
3801090,,3797084,Megista maxima,Fourr.,species,synonym
8138966,,3797084,Physalis alkekengi orientalis,Pamp.,variety,synonym
5581305,,3797084,Physalis kansuensis,Pojark.,species,synonym
5341813,,3797084,Physalis alkekengi,L.,species,heterotypic synonym
8269779,,3797084,Physalis indica microcarpa,Nees,variety,synonym
5581356,,3797084,Physalis halicacabum,Crantz,species,synonym
5580911,,3797084,Physalis joe-diasii,M.R.Almeida & S.M.Almeida,species,synonym
7299553,,3797084,Physalis alkekengi alkekengi,,variety,synonym
7871675,,3797084,Physalis alkekengi anthoxantha,H.Lév.,variety,synonym
9465936,,3797084,Physalis halicababum,"Scop., 1771",species,synonym
5581068,,3797084,Physalis sendtneri,Dunal,species,synonym
9263825,,,Alkekengi officinarum officinarum,,variety,accepted
5581312,,3797084,Physalis indica,Lam.,species,synonym
5581494,,3797084,Physalis alvarisii,M.R.Almeida & S.M.Almeida,species,synonym
5581395,,3797084,Physalis divaricata,D.Don,species,synonym
3801246,,3797084,Boberella alkekengi,(L.) E.H.L.Krause,species,synonym
9537212,,,Alkekengi officinarum franchetii,(Mast.) R.J.Wang,variety,accepted
5581253,,3797084,Physalis minima indica,(Lam.) C.B.Clarke,variety,synonym
5581175,,3797084,Nicandra indica,(Lam.) Roem. & Schult.,species,synonym
2931821,,6070914,Cyphomandra endopogon,Bitter,species,synonym
2931822,,6070913,Cyphomandra endopogon guianensis,Bohs,subspecies,synonym
8347711,,6070913,Cyphomandra endopogon guianense,Bohs,subspecies,synonym
2930293,,2930290,Solanum coconilla,Huber,species,synonym
2930292,,2930290,Solanum liximitante,R.E.Schult.,species,synonym
2930291,,2930290,Solanum demerarense inerme,Dunal,variety,synonym
3803203,,7299700,Solanum davidsoniae,Standl.,species,synonym
7942889,,7299700,Witheringia folliculoides,D' Arcy & J.L.Gentry,species,synonym
8753383,,7299700,Lycianthes valerioi,C.V.Morton & Standl.,species,synonym
8281391,,7299700,Lycianthes valerii,C.V.Morton & Standl.,species,synonym
3799193,,7299700,Lycianthes oligantha,Standl.,species,synonym
5581043,,7299700,Witheringia riparia,Kunth,species,synonym
7299701,,7299700,Cuatresia riparia riparia,,variety,synonym
3801958,,7299700,Bassovia calceolarioides,Rusby,species,synonym
3800852,,7299700,Brachistus physocalycius,Donn.Sm.,species,synonym
7764104,,7299700,Cuatresia folliculoides,(D'Arcy & J.L.Gentry) Sousa-Peña,species,synonym
3798150,,7299700,Capsicum riparium,(Kunth) Kuntze,species,synonym
3800811,,7299700,Brachistus riparius,(Kunth) Miers,species,synonym
5580837,,7299700,Dunalia riparia,(Kunth) Benitez,species,synonym
3803412,,7299700,Fregirardia riparia,(Kunth) Dunal,species,synonym
8636711,,7299700,Cuatresia physocalycia,(Donn.Sm.) Hunz.,species,synonym
5581508,,7299700,Athenaea physocalycia,(Donn.Sm.) Standl. & Steyerm.,species,synonym
5581066,,7299700,Witheringia physocalycina,"(Donn.Sm.) J.L.Gentry, 1973",species,synonym
5581069,,7299700,Witheringia physocalycia,(Donn.Sm.) J.L.Gentry,species,synonym
3800269,,7716435,Lycianthes austin-smithii,C.V.Morton & Standl.,species,synonym
3800474,,7716435,Solanum mortonianum,Standl.,species,synonym
3799997,,7716435,Lycianthes cuneata,Standl.,species,synonym
3799599,,7716435,Lycianthes inaequalis,C.V.Morton & Standl.,species,synonym
5581171,,7716435,Witheringia cuneata,(Standl.) Hunz.,species,synonym
7671058,,3800202,Witheringia exiguiflora,D' Arcy,species,synonym
3801036,,3800169,Larnax hunzikeriana,Benítez & M.Martínez,species,synonym
5581039,,7633101,Physalis spruceana,Hunz.,species,synonym
3799088,,7633101,Darcyanthus spruceanus,(Hunz.) Hunz.,species,synonym
3799103,,7633101,Darcya spruceana,(Hunz.) Hunz.,species,synonym
7678233,,7633101,Brachistus spruceanus,(Hunz.) D' Arcy,species,synonym
3800374,,7633101,Chamaesaracha spruceana,(Hunz.) Hunz.,species,synonym
7691957,,9009510,Witheringia morii,D' Arcy,species,synonym
7959193,,9009510,Cuatresia morii,(D'Arcy) Sousa-Peña,species,synonym
7365653,,3800209,Brachistus tovarensis,Pittier,species,synonym
5580756,,3800209,Sicklera cuspidata,Dunal,species,synonym
8107767,,3800209,Fregirardia lindenii,Dunal,species,synonym
3800140,,3800209,Cuatresia riparia cuspidata,(Dunal) Hunz.,variety,synonym
3801054,,3800209,Brachistus cuspidatus,(Dunal) Werderm. & Diels,species,synonym
5581118,,3800209,Witheringia lindenii,(Dunal) Steyerm.,species,synonym
3798501,,3800209,Capsicum lindenii,(Dunal) Kuntze,species,synonym
3800902,,3800209,Brachistus lindenii,(Dunal) Pittier,species,synonym
5580799,,3802362,Scopolia sinensis,Hemsl.,species,synonym
3803437,,3802362,Anisodus sinensis,(Hemsl.) Pascher,species,synonym
3797190,,3802362,Scopolina sinensis,(Hemsl.) Kuntze,species,synonym
8182963,,7828820,Physalis begoniifolia,Roxb.,species,synonym
5792754,,7828820,Mellissia begoniifolia,(Roxb.) Hook.fil.,species,synonym
11056971,,7828820,Withania begoniifolia,(Roxb.) Hook.f.,species,synonym
3800944,,3801145,Withania sphaerocarpa grisea,Hepper & Boulos,variety,synonym
8129647,,3800987,Withania simonyana,R.Wagner ex Vierh.,species,synonym
3800975,,3800987,Withania simonyaua,R.Wagner ex Vierh.,species,synonym
8511346,,3800987,Withania simonyana,R.Wagner,species,homotypic synonym
8545591,,3800987,Withania simonyaua,R.Wagner,species,homotypic synonym
3802576,,3801152,Atropa frutescens,L.,species,synonym
3800924,,3801152,Withania villosa,Pauquy,species,synonym
5581025,,3801152,Physalis suberosa,Cav.,species,synonym
3796950,,3801152,Opsago cordata,Raf.,species,synonym
3801143,,3801152,Withania grosii,Pau,species,synonym
3802445,,3801152,Hypnoticum frutescens,(L.) Boiss.,species,synonym
5581376,,3801152,Physalis frutescens,(L.) DC.,species,synonym
3800939,,3801152,Withania suberosa,(Cav.) Endl.,species,synonym
3796945,,3801152,Opsago suberosa,(Cav.) Raf.,species,synonym
3799410,,3801167,Puneeria coagulans,Stocks,species,synonym
3800925,,3800997,Larnax ramosa,(Dunal) Miers,species,synonym
8510265,,2928840,Physalis sugunda,Buch.-Ham.,species,homotypic synonym
3801116,,2928840,Withania kansuensis,Kuang & A.M.Lu,species,synonym
12314740,,2928840,Physalis somnifera communis,Nees,variety,synonym
3801085,,2928840,Withania microphysalis,Suess.,species,synonym
7546546,,2928840,Physalis arborescens,Thunb.,species,heterotypic synonym
5581008,,2928840,Physalis sugunda,Buch.-Ham. ex Wall.,species,synonym
8640176,,2928840,Hypnoticum somniferum,(L.) Rodati,species,homotypic synonym
3801075,,2928840,Withania morisonii,Dunal,species,synonym
7909444,,2928840,Physalis villosa,Moench ex Steud.,species,synonym
3801073,,2928840,Withania mucronata,Chiov.,species,synonym
9437888,,2928840,Withnia somnifera communis,Cordem.,variety,synonym
5581073,,2928840,Physalis scariosa,Webb & Berthel.,species,synonym
5581053,,2928840,Physalis somnifera,L.,species,synonym
7408755,,2928840,Withania somnifera macrocalyx,Chiov.,variety,synonym
8558863,,2928840,Physalis villosa,Moench,species,homotypic synonym
3800978,,2928840,Withania sicula,Lojac.,species,synonym
3801171,,2928840,Withania chevalieri,A.E.Gonç.,species,synonym
5580996,,2928840,Physalis tomentosa,Thunb.,species,synonym
3801211,,2928840,Withania arborescens,Dunal,species,synonym
5581495,,2928840,Physalis alpini,J.Jacq.,species,synonym
3801061,,2928840,Withania obtusifolia,Täckh.,species,synonym
5581383,,2928840,Physalis flexuosa,L.,species,synonym
5581475,,3801209,Physalis aristata,Aiton,species,synonym
3802679,,3801209,Atropa aristata,(Aiton) Poir.,species,synonym
9085133,,2928840,Withania somnifera communis,(Nees) Dunal,variety,synonym
3800993,,2928840,Larnax morrisonii,(Dunal) Miers,species,synonym
3799889,,2928840,Physaloides somnifera,(L.) Moench,species,synonym
3802442,,2928840,Hypnoticum somniferum,(L.) Rodati ex Boiss.,species,synonym
3797104,,2928840,Alicabon somniferum,(L.) Raf.,species,synonym
3801106,,2928840,Withania macrocalyx,(Chiov.) Chiov.,species,synonym
3800956,,2928840,Withania somnifera obtusifolia,"(Täckh.) Abedin, Al-Yahya, Chaudhary & J.S.Mossa",subspecies,synonym
12285143,,2928840,Physalis somnifera flexuosa,(L.) Nees,variety,synonym
12376760,,2928840,Withania somnifera flexuosa,(L.) Dunal,variety,synonym
8053396,,8064202,Protoschwenkia mandonii,Soler.,species,synonym
8267233,,8064202,Schwenckiopsis herzogii,Dammer,species,synonym
3797518,,8064202,Schwenkiopsis herzogii,Dammer,species,synonym
7443045,,8064202,Schwenckia mandonii,(Soler.) Rusby,species,synonym
3801226,,9130109,Withania adpressa,Coss.,species,synonym
3802737,,3800992,Solanum reichenbachii,Vatke,species,synonym
12321280,,7299829,Withania somnifera somalensis,Schinz,variety,synonym
2931050,,2931709,Solanum kwebense acutius,Bitter,variety,synonym
2931711,,2931709,Solanum munitum javellense,Lanza,variety,synonym
8603347,,2931709,Solanum bifurcum baidoense,(Chiov.) Bitter,variety,homotypic synonym
2931703,,2931709,Solanum koniortodes,Dammer,species,synonym
2931710,,2931709,Solanum grewioides,Lanza,species,synonym
2931702,,2931709,Solanum kibweziense,Dammer,species,synonym
2931705,,2931709,Solanum renschii,Vatke,species,synonym
2931706,,2931709,Solanum chiovendae,Lanza,species,synonym
2931049,,2931709,Solanum kwebense,N.E.Br. ex C.H.Wright,species,synonym
2931708,,2931709,Solanum munitum,Bitter,species,synonym
2931056,,2931709,Solanum luederitzii,Schinz,species,synonym
2931704,,2931709,Solanum baidoense,Chiov.,species,synonym
2931712,,2931709,Solanum diplocincinnum,Dammer,species,synonym
2931055,,2931709,Solanum chondropetalum,Dammer,species,synonym
2931051,,2931709,Solanum tenuiramosum,Dammer,species,synonym
2931707,,2931709,Solanum bifurcum baidoense,(Chiov.) Bitter ex Chiov.,variety,synonym
2931054,,2931709,Solanum kwebense chondropetalum,(Dammer) Bitter,variety,synonym
2931942,,2931944,Solanum nitens,Baker,species,heterotypic synonym
2931941,,11913190,Solanum apocynifolium,Baker,species,synonym
3797637,,7299194,Nolana minor,Ferreyra,species,synonym
5580880,,7299194,Dolia tarapacana,Phil.,species,synonym
3802006,,7299194,Bargemontia tarapacana,(Phil.) I.M.Johnst.,species,synonym
3797189,,3797204,Nolana thinophila,I.M.Johnst.,species,synonym
12292895,,7299403,Lycium vulgare depressum,Terraciano,form,synonym
12331919,,7299403,Lycium chinense turbinatum,Terraciano,form,synonym
12297053,,7299403,Lycium vulgare boissieri,Terraciano,variety,synonym
12327726,,7299403,Lycium vulgare afroides,Terraciano,form,synonym
11332571,,3803255,Newcastlia dixonii,F.Muell. & Tate,species,synonym
3898884,,3803255,Newcastelia dixonii,F.Muell. & Tate,species,synonym
3803079,,3803246,Anthotroche truncata,Ising,species,synonym
3803152,,3803246,Anthocercis truncata,Ising,species,synonym
10794535,,,Grammosolen odgersii odgersii,,subspecies,accepted
10861432,,,Grammosolen odgersii occidentalis,(Haegi) Haegi,subspecies,accepted
7951660,,5580841,Lycium obovatum,Ruiz & Pav.,species,synonym
3802973,,5580841,Lycium peruvianum,Dippel,species,synonym
5580826,,5580841,Dunalia weberbaueri,Dammer,species,synonym
3798242,,5580841,Dierbachia obovata,(Ruiz & Pav.) Kuntze,species,synonym
3798580,,5580841,Lycioplesium obovatum,(Ruiz & Pav.) Miers,species,synonym
3798609,,5580856,Lycioplesium dombeyanum,Dunal,species,synonym
7445802,,7870042,Dunalia cyanea,Rouville,species,homotypic synonym
5580869,,7870042,Dunalia acnistoides,Miers,species,synonym
8208224,,7870042,Lycium spathulatum,Mathews ex Dunal,species,synonym
5580858,,7870042,Dunalia cyanea,Rouville ex Dunal,species,synonym
5580847,,7870042,Dunalia lilacina,Miers,species,synonym
3802508,,7870042,Lycium spathulatum,Ruiz & Pav.,species,synonym
8031248,,7870042,Acnistus spathulatus,Miers,species,synonym
3798294,,7870042,Dierbachia acnistodes,(Miers) Kuntze,species,synonym
5580833,,7870042,Dunalia spathulata,(Ruiz & Pav.) Dammer,species,synonym
5580862,,7870042,Dunalia brachystemon,A.Braun & C.D.Bouché,species,synonym
7484958,,7870042,Huanaca spathulata,(Ruiz & Pav.) Raf.,species,synonym
8689422,,7870042,Lycium spathulatum,Mathews,species,homotypic synonym
7978024,,7870042,Dierbachia acnistoides,(Miers) Kuntze,species,synonym
3798268,,7870042,Dierbachia cyanea,(Rouville ex Dunal) Kuntze,species,synonym
3798260,,7870042,Dierbachia lilacina,(Miers) Kuntze,species,synonym
7989186,,7870042,Acnistus spathulatus,(Ruiz & Pav.) G.Don,species,synonym
3802883,,7870042,Huanuca spathulata,(Ruiz & Pav.) Raf.,species,synonym
8399219,,5580863,Dierbachia lycioides achalensis,Kuntze,form,synonym
5580850,,5580863,Dunalia hauthalii,Dammer.,species,synonym
5580839,,5580863,Dunalia pflanzii,Dammer,species,synonym
5580836,,5580863,Dunalia senticosa,Miers,species,synonym
5580870,,5580863,Dunalia achalensis,(Hieron. ex Seckt) Dammer,species,synonym
8663659,,5580863,Acnistus achalensis,Hieron.,species,homotypic synonym
8694816,,5580863,Dunalia lycioides achalensis,(Dammer) Hieron.,form,homotypic synonym
5580849,,5580863,Dunalia herzogii,Dammer,species,synonym
3802975,,5580863,Acnistus achalensis,Hieron. ex Seckt,species,synonym
7429946,,5580863,Dunalia lycioides achalensis,(Dammer) Hieron. ex Seckt,form,synonym
3798224,,5580863,Dierbachia senticosa,(Miers) Kuntze,species,synonym
3798278,,5580863,Dierbachia brachyacantha,(Miers) Kuntze,species,synonym
3803338,,5580832,Lycium meyenianum,Nees,species,synonym
5580868,,5580832,Dunalia angustifolia,Dammer,species,synonym
3802406,,5580832,Atropa spinosa,Meyen,species,synonym
5580838,,5580832,Dunalia ramiflora,Miers,species,synonym
5580843,,5580832,Dunalia lycioides,Miers,species,synonym
5580864,,5580832,Dunalia besseri,Dammer,species,synonym
12388913,,5580832,Nicotiana plumbaginifolia,Willd.,species,proparte synonym
8355733,,5580832,Dunalia inermis,Borzì,species,synonym
3798591,,5580832,Lycioplesium meyenianum,(Nees) Miers,species,synonym
7741295,,5580832,Grabowskia meyenianum,(Nees) Walp.,species,synonym
3798231,,5580832,Dierbachia ramiflora,(Miers) Kuntze,species,synonym
8078141,,5580832,Dierbachia lycioides,(Miers) Kuntze,species,synonym
5581542,,5581541,Solandra laevis,Hook.,species,synonym
3801828,,5581541,Swartzia longiflora,Britton & P.Wilson,species,synonym
5581539,,5581541,Solandra macrantha,Dunal,species,synonym
5581549,,5581541,Solandra grandiflora macrantha,(Dunal) Voss,variety,synonym
7881117,,5581541,Swartsia longiflora,(Tussac) Britton & P.Wilson,species,synonym
8622919,,8148467,Solandra oppositifolia,hort.,species,homotypic synonym
3801832,,5581546,Swartzia guttata,(D.Don) Standl.,species,synonym
12277628,,5581546,Swartsia guttata,(D.Don) Standl.,species,synonym
5581543,,5341822,Solandra hirsuta,Dunal,species,synonym
3798601,,5341822,Datura sarmentosa,Lam.,species,synonym
3798589,,5341822,Datura scandens,Vell.,species,synonym
12325686,,5341822,Solandra pubescens,Jacob-Makoy,species,synonym
7798049,,5341822,Solandra grandiflora,Salisb.,species,synonym
5581245,,5341822,Solandra nitida,Zuccagni,species,synonym
5581536,,5341822,Solandra minor,Griseb.,species,synonym
2928989,,5341822,Swartzia grandiflora,J.F.Gmel.,species,synonym
8700126,,5341822,Solandra scandens,Willd.,species,synonym
7533525,,5341822,Solandra scandens,(Vell.) Willd. ex Sendtn.,species,synonym
5581532,,5341822,Solandra scandens,(Vell.) Toledo,species,synonym
3801825,,5341822,Swartzia nitida,(Zuccagni) Standl.,species,synonym
8101831,,5341822,Swartsia nitida,(Zuccagni) Standl.,species,synonym
5581548,,5341822,Solandra grandiflora nitida,(Zuccagni) Voss,variety,synonym
12382549,,5341822,Swartsia grandiflora,(Sw.) J.F.Gmel.,species,synonym
3798729,,5581538,Datura maxima,Moc. & Sessé ex Moc. & Sessé,species,synonym
8111182,,5581538,Solandra hartwegii,N.E.Br. ex C.F.Ball,species,synonym
7417371,,5581538,Datura maxima,Moc. & Sessé ex Dunal,species,synonym
5581531,,5581538,Solandra selerae,Dammer ex Loes.,species,synonym
5581545,,5581538,Solandra hartwegii,N.E.Br.,species,synonym
3801126,,3798918,Bouchetia arniatera,B.L.Rob.,species,synonym
3798745,,2932905,Salpiglossis variabilis,E.Vilm.,species,synonym
3798899,,2932905,Salpiglossis barclayana,Sweet,species,synonym
3881109,,2932905,Phyteuma tricolor,Molina,species,synonym
7719760,,2932905,Salpiglossis variabilis,Bailly,species,synonym
3798913,,2932905,Salpiglossis atropurpurea,Graham,species,synonym
3798844,,2932905,Salpiglossis intermedia,Sweet,species,synonym
3798784,,2932905,Salpiglossis purpurea,Miers,species,synonym
3798865,,2932905,Salpiglossis fulva,Courtois,species,synonym
3798874,,2932905,Salpiglossis coccinea,Lindl. & Paxton,species,synonym
3798761,,2932905,Salpiglossis straminea,Hook.,species,synonym
7989006,,2932905,Salpiglossis hybrida,Bailly,species,synonym
3798794,,2932905,Salpiglossis picta,Sweet,species,synonym
3798909,,2932905,Salpiglossis aurea,E.Vilm.,species,synonym
3798904,,2932905,Salpiglossis barcklayana,Penny ex G.Don,species,synonym
8590137,,2932905,Salpiglossis barcklayana,Penny,species,homotypic synonym
3798862,,2932905,Salpiglossis hybrida,E.Vilm.,species,synonym
10939496,,2932905,Salpiglossis purpurea atropurpurea,(Graham) Miers,subspecies,synonym
10918549,,2932905,Salpiglossis straminea picta,(Sweet) Hook.,subspecies,synonym
7568465,,2932905,Salpiglossis straminea picta,(Sweet) Hook.,variety,synonym
7299473,,,Salpiglossis pinnatus pinnatus,,variety,accepted
3798791,,,Salpiglossis pinnatus gracilis,"Benth., 1846",variety,accepted
3798445,,2928986,Nierembergia miersiana,Sendtn.,species,synonym
3800377,,2928986,Nicotiana breviflora,Gillies ex Miers,species,heterotypic synonym
8558203,,2928986,Nierembergia micrantha,Dombey,species,homotypic synonym
3800573,,2928986,Leucanthea roemeriana,Scheele,species,synonym
7641077,,2928986,Nierembergia micrantha,Dombey ex Dunal,species,heterotypic synonym
12388911,,2928986,Petunia viscosa,Colla,species,proparte synonym
8199953,,2928986,Bouchetia erecta,DC. ex Dunal,species,synonym
8511969,,2928986,Nicotiana breviflora,Gillies,species,homotypic synonym
2928984,,2928986,Bouchetia erecta,DC.,species,homotypic synonym
3801137,,2928986,Bouchetia anomala erecta,(DC. ex Dunal) Loes.,subspecies,synonym
2928985,,3798926,Bouchetia anamola,,species,synonym
7925951,,3798926,Nierembergia anomala,Miers,species,synonym
8496130,,3798926,Nicotiana micrantha,Haw.,species,homotypic synonym
3798732,,3798926,Nierembergia anomala uniflora,Dunal,variety,synonym
3799617,,3798926,Nicotiana micrantha,Haw. ex Steud.,species,synonym
3798298,,3798926,Nierembergia staticifolia,Sendtn.,species,synonym
7776781,,3798926,Nierembergia staticaefolia,Sendtn.,species,synonym
8236781,,3798926,Nicotiana staticaefolia,Kuntze,species,synonym
7766635,,3798926,Bouchetia anomala,(Miers) Loes.,species,synonym
6402819,,3798926,Bouchetia anomala,(Miers) Britton & Rusby,species,synonym
3799106,,3798926,Nicotiana staticifolia,(Sendtn.) Kuntze,species,synonym
7424613,,3798926,Bouchetia anomala staticifolia,(Sendtn.) Loes.,subspecies,synonym
3803335,,3803243,Anthocercis arborea,F.Muell.,species,synonym
7300189,,,Anthocercis anisantha anisantha,,subspecies,accepted
3803351,,,Anthocercis anisantha collina,Haegi,subspecies,accepted
3803251,,,Anthocercis ilicifolia ilicifolia,,subspecies,accepted
3803258,,,Anthocercis ilicifolia caldariola,Haegi,subspecies,accepted
3803180,,3803287,Anthocercis spinescens,F.Muell.,species,synonym
7737353,,3803005,Physalis chamaesarachoides multiflorifer,Akasawa & Muraz.,variety,synonym
5581441,,3803005,Physalis chamaesarchoides multiflorifer,Akasawa & Muraz.,variety,synonym
5581442,,3803005,Physalis chamaesarachoides,Makino,species,synonym
3803002,,3803005,Archiphysalis kwangsiensis,Kuang,species,synonym
5581287,,3803005,Physalis linii,Y.C.Liu & C.H.Ou,species,synonym
5580937,,3803005,Physaliastrum chamaesarachoides,(Makino) Makino,species,synonym
3801177,,3803005,Withania chamaesarachoides,(Makino) Hunz.,species,synonym
3803281,,8115093,Anthocercis glabella,Miers,species,synonym
3800387,,3802997,Chamaesaracha sinensis,Hemsl.,species,synonym
3800970,,3802997,Withania sinensis,(Hemsl.) Hunz.,species,synonym
5580927,,3802997,Physaliastrum sinense,(Hemsl.) D' Arcy & Z.Y.Zhang,species,synonym
5581062,,3802997,Physalis sinensis,(Hemsl.) Averett,species,synonym
6403138,,,Anthocercis viscosa viscosa,,subspecies,accepted
3803129,,,Anthocercis viscosa caudata,Haegi,subspecies,accepted
5581427,,5581353,Physalis comata,Rydb.,species,synonym
8292487,,5581353,Physalis hederifolia,Holz.,species,heterotypic synonym
5581094,,5581353,Physalis rotundata,Rydb.,species,synonym
5581211,,7422372,Physalis palmeri,A.Gray,species,synonym
3801144,,3800893,Markea vogelii,Cuatrec.,species,synonym
3801445,,3800920,Markea dressleri,D' Arcy,species,synonym
3800950,,3800920,Merinthopodium leptesthemum,S.F.Blake,species,synonym
3801338,,3800920,Markea neurantha,Hemsl.,species,synonym
3801411,,3800920,Markea gentlei,Lundell,species,synonym
3800957,,3800920,Merinthopodium internexum,S.F.Blake,species,synonym
3801379,,3800920,Markea leptesthemum,(S.F.Blake) Cuatrec.,species,synonym
3801387,,3800920,Markea internexa,(S.F.Blake) Lundell,species,synonym
3801290,,3800911,Markea pendula,Cuatrec.,species,synonym
3802938,,3801829,Himeranthus erosus,Miers,species,synonym
3802900,,3801829,Himeranthus runcinatus caulescens,Dunal,variety,synonym
3802895,,3801829,Himeranthus runcinatus longipes,Dunal,variety,synonym
3802905,,3801829,Himeranthus runcinatus brevipes,Dunal,variety,synonym
3802934,,3801829,Himeranthus linkii,Steud.,species,synonym
3801811,,3801829,Jaborosa sinuata,Larrañaga,species,synonym
3797486,,3801829,Himeranthus tridentatus,Miers,species,synonym
7300104,,3801829,Himeranthus runcinatus,(Lam.) Endl.,species,synonym
3801791,,3801829,Jaborosa tridentata,(Miers) Hicken,species,synonym
3801964,,3801857,Jaborosa floccosa,Dammer,species,synonym
3801619,,3801857,Trechonaetes machucana,Phil.,species,synonym
3801604,,3801857,Trechonaetes parviflora,Phil.,species,synonym
3800446,,3801857,Lonchestigma parviflorum,(Phil.) Cabrera,species,synonym
3802056,,3801948,Jaborosa andina,Kurtz,species,synonym
3797927,,8092533,Dolichosiphon volckmanni,Phil.,species,synonym
3797920,,8092533,Dolichosiphon volkmannii,Phil.,species,synonym
3801783,,8092533,Jaborosa volkmannii,(Phil.) Reiche,species,synonym
3802041,,7814289,Jaborosa araucana,Phil.,species,synonym
3801972,,7814289,Jaborosa desiderata,Speg.,species,synonym
3802028,,7299981,Jaborosa bipinnatida,F.Meigen,species,synonym
7299756,,7299981,Lonchestigma caulescens,Dunal,species,synonym
7299982,,,Jaborosa caulescens caulescens,,variety,accepted
8285786,,,Jaborosa caulescens bipinnatifida,(Dunal) Reiche,variety,accepted
5580874,,7299981,Dorystigma caulescens,(Gillies & Hook.) Miers,species,synonym
3801669,,3801820,Trechonaetes floribunda,Phil.,species,synonym
3801581,,3801820,Trechonaetes sativa,Miers,species,synonym
8600670,,3801899,Jaborosa longiflora,Moc. & Sessé,species,homotypic synonym
3801647,,3801928,Trechonaetes lanigera,Phil.,species,synonym
3800453,,3801928,Lonchestigma lanigerum,(Phil.) Cabrera,species,synonym
3610824,,3801801,Dorystigma squarrosum,Miers,species,synonym
3801983,,3801801,Jaborosa decurrens,Miers,species,synonym
3801919,,3801801,Jaborosa leiocalyx,Dammer,species,synonym
5580872,,3801801,Dorystigma crispum,Miers,species,synonym
3800434,,3801801,Lonchestigma squarrosum,(Miers) Dunal,species,synonym
3801987,,3801801,Jaborosa crispa,(Miers) Benth. & Hook.f.,species,synonym
11068488,,3801801,Jaborosa crispa,(Miers) Benth. & Hook.fil. ex Griseb.,species,synonym
7927519,,3801801,Jaborosa crispa,(Miers) Wettst.,species,synonym
3800459,,3801801,Lonchestigma crispum,(Miers) Dunal,species,synonym
3801631,,3801903,Trechonaetes leucotricha,Speg.,species,synonym
3801911,,3801903,Jaborosa leptophylla,(Speg.) Speg.,species,synonym
3801679,,3801935,Trechonaetes bridgesii,Dunal,species,synonym
8108560,,3801935,Jaborosa laciniata,Miers,species,synonym
3801660,,3801935,Trechonaetes laciniata,Miers,species,synonym
3801589,,7299962,Trechonaetes rotacea,Lillo,species,synonym
3801833,,7299962,Jaborosa rotacea tucumanensis,"Figueroa Romero, Muruaga & Bulacio",variety,synonym
3802928,,7532343,Himeranthus magellanicus,Griseb.,species,synonym
11003802,,7532343,Jaborosa magellanica,(Griseb.) Phil.,species,synonym
3801890,,7532343,Jaborosa magellanica,(Griseb.) Dusén,species,synonym
3799062,,2932930,Datura acaulis,Pav. ex Dunal,species,synonym
8082218,,2932930,Jaborosa bonariensis,Jacobi,species,synonym
3802018,,2932930,Jaborosa bonariensis,J.F.Gmel.,species,synonym
