uuid,code,name,country,altCodes
a89ae5d1-c03c-4561-b9ea-e2f1c1ee9002,DU,Damghan University,IR,[]
27a9914b-484c-404c-a9f8-d6dfc4231cc0,KBFH,Kurdistan Botanical Foundation,IQ,[]
dcb3162a-9409-4785-a86a-fa6b9b805d1d,NMSG,Naturmuseum St. Gallen,CH,[]
8e61dccd-531d-41cd-bfbf-d4be0ca3244f,PNC,Parc National des Cevennes,FR,[]
01d3876e-8563-41ae-a88d-decbfabf9585,DDMS,Universidade Federal da Grande Dourados,BR,[]
d22be288-f665-4b72-8358-e525525d5cb3,BGH,University of Malakand,PK,[]
c8a59dce-65e5-4e0d-923f-1713e0905829,BCWS,Burgundy Center for Wildlife Studies,US,[]
11d6f8e5-4fb1-4a80-aa41-d95310f39d09,VFM,Forest Inventory and Planning Institute,VN,[]
e786270e-6da5-4e3b-8411-83dce063d300,MTRO,Muséum de Troyes,FR,[]
21f2428e-b90e-4641-a103-b2fa708f9105,CBNSA,Conservatoire botanique national Sud-Atlantique,FR,[]
9b6451be-83a7-4435-ae52-07f88b23e54f,CBRA,Craveri Civic Museum of Natural History,IT,[]
1f0ed6ce-cbb7-4a8a-bf89-5bd63b969a1d,ICAR,ICAR-Central Arid Zone Research Institute,IN,[]
b84aa283-0212-4306-893b-f8e918d2fb66,MARI,Mari State University,RU,[]
9e749088-31ae-44be-bcdd-ec0abcd12fd2,EIDM,EID Méditerranée,FR,[]
78e5eeaf-b158-41a6-a073-2e9852d35d28,HMGBH,Giardini Botanici Hanbury / Hanbury Botanic Gardens,IT,[]
076f125d-9892-470d-a344-333ad17f86fe,GARIN,I. N. Garin Society for Studying of the Flora of the Yaroslavl oblast,RU,[]
cd45b11e-d2d4-48b9-8f33-cb647f4e28e6,HG,Universidad de la Guajira,CO,[]
e9c00633-3282-40bd-b3f2-322b2ceec6b9,UFV,Universidad Nacional Federico Villarreal,PE,[]
81bb6871-3439-446a-9830-1142dadbd23e,UNOP,Universidade Estadual do Oeste do Paraná,BR,[]
0f84968d-e766-4616-8a7f-9e24dfd2225b,HMAR,Universidade Federal do Ceará,BR,[]
d52fe37f-222c-438c-8e1a-3ed9117e32b0,QFNU,Qufu Normal University,CN,[]
3044f46f-3dd6-4086-9c7a-b91a69b4b025,HSP,Instituto Científico Michael Owen Dillon,PE,[]
d4564995-5f0d-4ad0-98c2-36104239f128,FTOH,"Forestry Training Institute, Olmotonyi",TZ,[]
1c43fee0-a6fc-48c4-bca6-517e005ec649,SQB,Société québécoise de bryologie,CA,[]
35c926d6-b098-4ce5-8b08-a7ef688f17b7,DEND,University of Zagreb,HR,[]
661697b4-0538-4157-abd2-804cad831a7a,KSPI,Kostanay State Pedagogical Institute,KZ,[]
08873c3c-9d8a-4309-b274-b7815df2604c,AGUCH,"Facultad de Ciencias Agronómicas, Universidad de Chile",CL,[]
609dede8-6985-42aa-a23f-8676f03ea20b,HUHE,Haramaya University,ET,[]
d5e9c990-e9c0-4d3c-928f-649480552321,UNCOQ,Universidad Católica Norte,CL,[]
8e5ecefd-ef71-4f7e-8d74-0c12c979cea3,ZNP,"Bryce Canyon National Park, Cedar Breaks National Monument, and Zion National Park",US,[]
c7f4b8a4-9ca8-4024-b773-350f0e5b7d97,NHMS,Natural History Museum Split,HR,[]
e3e20299-3ba7-4922-9ad9-50a02a69fd0c,HUTI,Herbario de la Universidad Tecnológica Indoamérica,EC,[]
f3f6099f-0fbf-48d2-8106-dac4c3a42d1b,HJBG,Jardin botanique de Guyane,GY,[]
2d8a5597-e880-4e35-b9f5-dde94d7fbd69,PSH,Plymouth State University,US,[]
01c21408-a892-40a4-8afe-906a543398fb,AUBH,Athabasca University,CA,[]
08d75580-756e-483e-9c22-58c8c5b071b0,YNTCEM,Yunnan University of Traditional Chinese Medicine and Ethnomedicine,CN,[]
8f27e04e-80ed-4a03-9508-c60ad5eb56f6,TMN,"Institute of the Problems of Northern Development, Tyumen Scientific Centre SB RAS",RU,[]
a18c54e6-36d1-4a55-b2d0-e974c8c0604d,LEDLIE,Patricia Ledlie Herbarium,US,[]
f8620114-d71e-47a6-83cf-b7a39d2c5623,KG,Internatinal Phytochemistry Research and Production Institute,KZ,[]
c9548a71-3410-4186-896f-6f95b22f510a,SPSU,St. Petersburg State University,RU,[]
7226c4d2-04da-4d7b-92e7-1229ce4cf751,NHMV,Müritzeum gGmbH / Naturhistorische Landessammlungen für Mecklenburg-Vorpommern,DE,[]
fce6e835-0a36-4da9-9094-8a35f41ec4f2,GDB,Herbarium,DZ,[]
c8160ef0-bbab-4b1b-83b8-7177c835d3c3,CNUK,Chungnam National University,KR,[]
3dd8c7c2-ef04-4470-81a0-455762c46db3,XMBG,Xiamen Botanical Garden,CN,[]
80814421-60a9-4540-bc6c-3a8a9004425f,WZUH,Wenzhou university,CN,[]
090c7688-b175-4d2d-acad-b4518318bb61,SPPU,Savitribai Phule Pune University,IN,[]
b6fb3aab-4ab2-410e-9f04-c11d2ae2de42,CZH,Hanshan Normal University,CN,[]
aa105ff2-01f8-4d0b-9450-0397e102244b,NHJ,"Royal Botanic Garden, Jordan",JO,[]
72c4264d-d97f-4793-9abb-06116efe1df0,JMH,Los Alamos Nature Center (Pajarito Environmental Education Center),US,[]
b26686c5-6348-4688-9857-77b8db4f5ba1,LGBG,Lewis Ginter Botanical Garden,US,[]
6e426051-ee42-4383-b051-df371dd41da9,MIMARU,Maasai Mara University,KE,[]
4c37c67b-6e20-401e-84a1-32fcc8acf603,GCSU,Georgia College and State University,US,[]
1b87f3fe-00de-4a52-9d97-8a557f23aca6,EAD,Environment Agency- Abu Dhabi,AE,[]
a6b3e261-fead-4a79-9fc0-90b00ebf47e0,ECOT,EcoTarium d.b.a. Worcester Historical Museum,US,['WMNH']
a7634c45-cbac-4da7-9d75-76996484f39f,LAG,"Universidade do Estado de Santa Catarina (UDESC), Herbário Anita Garibaldi",BR,[]
4bd53cfa-56ac-4177-883a-aa8619525386,MERCA,Mercer Botanic Gardens,US,[]
3a8211fa-99f9-4eee-8c33-e0b9ace31e48,TDH,Herbarium Teddy M. Dolstra ((Het Stellingwerfs Herbarium),NL,[]
5c6836c6-e15b-494a-bc1c-2f2e248f0bba,KRFB,University of Agriculture,PL,[]
938862a3-73de-499c-b832-ec9cf3e22bf5,TYNUB,Taiyuan Normal University,CN,[]
058ea9bf-0d1b-43d9-9c57-eee198f2cbe5,DPUH,University of Duhok,IQ,[]
fe716680-d1bb-4928-bd8c-ab79c44c6b56,KF,Kerman University of Medical Sciences,IR,[]
d0470cda-5253-4c97-8a9b-33697540acc4,HGU,Khakass State University of N. F. Katanov,RU,[]
192743c5-e383-4522-82fb-cd3e87e1dcdb,PGC,The Petersburg Garden Club,US,[]
673fe9eb-888d-42cd-a85f-0b4663fc3053,HJAAA,Facultad de Ciencias Biologicas-Universidad Juarez del Estado de Durango,MX,[]
ea321e10-75fe-4244-82eb-4316b9e9dcec,HFN,Herbarium Frisicum,NL,[]
e71dece5-987a-4caa-9c05-1ae3a4b2b5b8,ALUH,Alzahra University,IR,['HAU']
219d83c9-ffea-4e7a-ab00-eabf09577824,OB,Station Umwelt- und Natur Oberhausen,DE,[]
54a598a8-4d93-4b03-a371-66e70e272d3c,PBB,Research Center for the Conservation of Natural Resources (University) and Phu An Botanic Gardens,VN,[]
d2124a6f-dcad-4841-8c8b-ad2b0a5ef1cb,IOLR,"Israel Oceanographic & Limnological Research, Ltd. The National Institute of Oceanography",IL,[]
689a44f8-06dd-4d9c-8942-e557baad2e2f,HUFABC,Universidade Federal do ABC,BR,[]
c212b9e8-6a27-4db1-8b5b-e0ebbb2f8eb2,QCA,Herbario de la Pontificia Universidad Católica del Ecuador,EC,"['QCAM', 'QCA']"
9bc1bb3d-7481-4f8e-86a8-5ac67fc50465,ICTB,Florida International University,US,[]
7caa765a-c077-48ae-9541-ece1b90a15bc,VNMN,Vietnam National Museum of Nature,VN,['VNMN']
d588e971-b927-4dd2-846a-b31f495f699f,LBE,Research Station of Medicinal Plants of the Institute of Agroecology and Economy of Natural Resources,UA,[]
aa8f0c48-8bed-4d64-8897-e3685bd5f1ad,TY,Shanxi College of Traditional Chinese Medicine,CN,[]
e2a4399a-e260-4d09-b762-e1394b3f04e6,SDFH,Shandong Drug and Food Vocational College,CN,[]
75f71f6e-46c1-4b43-8574-08d26669619b,NEGI,Herbarium Cepullae Sinicae,CN,[]
648f7c36-3ef4-4c25-aa90-832fc68bccb7,JSMI,Jiangsu Marine Fisheries Research Institute,CN,[]
62a80130-70d4-496d-88a1-ea29c392999d,IGGDC,"Institute of Geology and Geophysics, Chinese Academy of Sciences",CN,[]
66da9a04-f524-4586-b56e-c40ef19924be,HNHPS,Hunan Hupingshan National Nature Reserve,CN,['HHNNR']
190caff7-c868-4030-9afc-82321cfd7235,HHE,HouHe National Nature Reserve,CN,[]
c4e952af-d68c-40e2-9f2d-cc75e43879d3,ATCH,Chinese Academy of Tropical Agricultural Sciences,CN,[]
437eeea6-57c0-44b4-b9c6-3647cdc3995b,OBG,Oman Botanic Garden,OM,['OBG']
a83da0d6-b00f-4c62-8ee0-c4dc01471c39,VPH,Hakkari University Biodiversity Research Herbarium,TR,[]
f19511a2-c49c-406d-a707-ac755dd5a176,HARRAN,Harran Üniversitesi,TR,[]
5a784bc2-137d-4936-9963-162bf5b8a56c,AKSU,Aksaray University,TR,[]
92d8ec63-6841-42fd-96f1-259acc5fa66b,T,Kharazmi University,IR,['FAR']
ddb9c5cf-5dda-40bb-b15a-67ec4b203c17,AGU,Astrakhan State University,RU,[]
802ce161-69e9-4cf5-b52f-82f6c3a29517,HALN,State Agency for Environmental Protection Saxony-Anhalt,DE,[]
37d7eab2-5799-4f3f-8952-f6d17f8c144a,GBH,Herbarium of Geo. B. Hinton,MX,[]
d7c13a1f-b653-4dcd-b808-92cc6a4256b3,KBM,Balatoni Museum,HU,[]
1c71d18a-13af-4fd8-b8ce-9bc452be092e,ENSA,Ecole Nationale Supérieure Agronomique,DZ,[]
cc71d5fc-e1d8-48cb-ac41-52929546cee2,REH,Reinhardt University,US,[]
1b446a25-d18e-4fcb-812e-48a400826377,METZ,Musée de la Cour d’Or – Metz Métropole,FR,[]
b2e23204-e7bb-4b40-8773-a12353d6983c,CSRS,Centre Suisse de Recherches Scientifiques en Côte d’Ivoire,CI,[]
9a627dee-9288-4731-a7cb-48de90328248,SCUI,Suez Canal University,EG,[]
dfdbd073-9569-4c76-b2eb-bc9abaa2f509,TLU,Texas Lutheran University,US,[]
35d14daf-846a-48f5-b68e-e53c539af849,ANUH,Acharya Nagarjuna University,IN,[]
4ccf3e06-35cb-40a5-a42c-4733feb161eb,MC,Avery Island Archives,US,[]
e60146aa-53e6-410a-831d-45259e6d8a82,FCP,Fergusson College,IN,[]
896868f4-7b7d-40f2-9732-40ee48cec893,LC,Lewis & Clark College,US,[]
8b4b0e7e-78b8-4221-b932-c685c4e884df,SPIF,Sierra Pacific Industries-Forestry,US,[]
3ebd3f58-5478-442c-ab1c-7b2fa7c44631,CATH,Catholicate College,IN,[]
2f302a9f-18cd-41c2-94ae-1a4b31ab6238,CMUM,Central Mindanao University Museum,PH,[]
2cdcfe79-f760-44d7-9252-525c1d4a5e84,MTL,Musée Toulouse Lautrec d’Albi,FR,[]
60aaba9b-3c42-402f-ab54-32a2fc54d571,ENMU,Eastern New Mexico University Natural History Museum,US,"['ENMUNHM', 'ENMU']"
947295f3-1195-4af2-8792-59192bced5e8,GFT,Grumeti Fund Tanzania,TZ,[]
bb7a8cb9-c960-4239-a1d0-87a245d43d7f,UNCA,University of North Carolina at Asheville,US,[]
5241157b-f655-4fc6-8c0a-38b5248e754e,IBRG,Macquarie University Indigenous Bioresources Research Group (IBRG),AU,[]
9ce41468-f11b-4cfc-a5c6-1c58c1577dbe,HSMC,Whyte Thorne Botanic Garden,ZA,[]
867ed427-4fc5-43ad-abf0-7a791d5bd27a,SWGC,"Grenfell Campus, Memorial University of Newfoundland",CA,[]
7d1d5300-2e81-4832-abb9-189e70f8ca5a,SSHZ,Sayano-Shushensky State Nature Biosphere Reserve,RU,[]
92302650-9644-4dc9-9194-42ceff5f0b0f,PUY,Musée Crozatier,FR,[]
1e47bf01-4a0c-440c-a5e5-10702a37ce24,AUR,Muséum des Volcans,FR,[]
e5eff198-813f-4ca1-9c97-ef8fa614c48f,UMM,University of Maine at Machias,US,[]
8c251ed2-43c7-48a1-9b71-f58daa3f262e,EPF,Espace Pierres Folles,FR,[]
2480ff26-c399-4899-8192-b7b81a6aba2f,HND,Centre d’Etude et de Recherche de Djibouti (CERD),DJ,[]
f18975e1-9d16-43aa-a36c-09cd31a00a68,UMTP,Universiti Malaysia Terengganu,MY,[]
e3776297-d884-453f-a7c4-9b7eadb8b3b4,SAF,Department of Agricultural and Forest Sciences,IT,[]
1134ca7d-6cac-47d1-822a-96bc74ead0d3,TUM,Technische Universität München,DE,[]
362e34e9-f9f9-4cad-9021-7b128decdfe8,HASSI,Universidade Estadual Paulista,BR,[]
e9e5d285-2487-4c14-9336-3e4ee9f96961,HUTO,Fundação Universidade do Tocantins – UNITINS,BR,[]
a3f251f6-741a-4a13-a28f-3900e5dcfd81,UFRR,Universidade Federal de Roraima,BR,[]
88b8ac87-123a-4878-bc8d-facf9c9a5b9c,SORO,"Universidade Federal de São Carlos, campus Sorocaba",BR,['CCTS']
b005681f-3580-4dfe-a16f-3298e8737080,HKM,University of Comoros,KM,[]
a85b3044-3810-4d8e-b995-81b4045235f8,JOMU,John Muir National Historic Site,US,['JOMU']
048a025b-5c03-48b6-bc0c-e462a25b4a68,HDELTA,Universidade Federal do Piauí,BR,[]
bcc07008-95b1-4c8a-9103-40dc4065b793,NDOA,Nevada Department of Agriculture,US,[]
6d1841d2-b0e2-4096-abf4-f69c3bc8f5e2,AWC,Arizona Western College,US,[]
a507e0f1-9194-402a-bf96-d92e4ca0a0cf,UBDH,Universiti Brunei Darussalam,BN,['UBDH']
4e07c435-4f3b-419d-9032-122971263ae5,BLMAR,Bureau of Land Management Arcata Field Office,US,[]
a4369eef-400b-4042-bad9-e3eafd230ed1,LINCO,Linfield College,US,['LINF']
0a06d6b5-f9b5-4e72-8ef3-da54a40a2f02,KAM,Kamchatka Branch of Pacific Geographical Institute (KB PGI) FEB RAS,RU,[]
a186cf47-d315-41db-91ec-d334c70af97e,CSUNIV,Charleston Southern University,US,[]
658a1268-3870-418d-a313-056a829f3ece,BENN,Bennington College,US,[]
a779b22f-3341-48a6-abb8-ddf7e2f92198,MAB,Musée Anne de Beaujeu,FR,[]
f45077fa-8021-4a3e-8302-25704f1c28ca,UTM,University of Tennessee at Martin,US,[]
d17e9ce2-636c-406c-9a59-0c4c530a2d39,AAMU,Alabama Agricultural and Mechanical University,US,[]
c84bead8-3fcb-4ffb-b7aa-515b128f893e,HUFSJ,Universidade Federal de São João del Rei,BR,[]
63b2ed54-dd2a-4fda-b93b-ba47ad545a33,BCH,Berry College,US,[]
830335fc-912f-4637-8366-fef9f7117cde,MMH,Museums of Montbéliard,FR,[]
851aa49c-a5d1-4f91-9250-411c5f551043,NIMM,National Institute of Medicinal Materials,VN,[]
c832a9ee-2c87-43c3-bd92-e284d3c6d2a5,AUGIE,Augustana College,US,[]
953b2d19-fb56-4a51-a4de-c71ed850caab,WGCH,Wilton Garden Club,US,[]
8ded7a8f-4d1c-4038-bd14-ca43b63ed78d,LEH,Lehigh University,US,[]
c4fce63d-122b-463b-9d55-ee8bd46a7d20,EALA,Jardin Botanique d'Eala,CD,[]
b1992c2b-b076-4d28-8a7f-53d949cfe209,CHBY,Museum d'Histoire Naturelle de Chambéry,FR,[]
56e935fb-e27c-4fc4-b7f6-2919141bc1a8,SLA,"Societe des Lettres, Sciences et Arts de l’Aveyron",FR,[]
daca3d13-ab80-4b73-a61c-f874f15ac868,PPNP,Point Pelee National Park of Canada,CA,['PPNP']
ecc32553-d982-4c61-ac63-f7067e2ba124,ANVL,Association des Naturalistes de la Vallée du Loing et du Massif de Fontainebleau,FR,[]
3cf4c383-e4eb-4c4f-ba1d-27ca54e95710,KUBH,University of Kerala,IN,[]
b76605ba-86a7-4c97-959c-0b923e83f315,KUW,Kakatiya University,IN,[]
19de679f-e97f-4aee-ac2c-63c86db4398c,MSUNH,Montana State University Northern,US,[]
48eba306-e586-439f-b77d-77df26854fc9,RCVC,Universidad Nacional de Rio Cuarto,AR,['RIOC']
415eeeb1-ecfb-4192-8632-693b3c9a54c8,NCZP,North Carolina Zoological Park,US,[]
df927592-f634-440a-897b-81f2b4a63710,UNO,Fundación Universidad del Norte,CO,[]
db5089cb-e09c-405e-8621-35857d231bb5,WICH,Wichita State University,US,[]
71ad242e-bccc-41db-90b6-5eb8212fa9f7,CSUCI,California State University Channel Islands,US,[]
0478a668-4dce-4645-a34c-d1f9c0dee031,BURI,Banasthali University,IN,[]
bab84c78-e4ba-48e1-b2d8-e61e08b13c37,ELH,"Bureau of Land Management, Eagle Lake Field Office",US,[]
47734438-88a0-4341-af3f-1a6cf187c1f6,OLS,University of Warmia and Mazury,PL,[]
698b3e26-e6c5-404b-a50c-12acef717340,SNMH,Sree Narayana Mangalam College,IN,[]
5fb65d46-03af-4633-8105-72a65c96d59f,MCCC,Mendocino College Coast Center,US,[]
ece3652c-6a56-48bf-b85d-687c9630a404,BLMCAR,Carson City Field Office – Bureau of Land Management,US,[]
bf2b3ae0-e6d2-40ff-a65c-2f6caa8684c1,KSM,National Science Museum,KR,['NSMK']
3b2b9e00-8d66-4a22-8611-6186b544471d,KCSU,Karachay-Circassian State University,RU,[]
3c54c751-320a-4d19-a9cf-b7f0bf8da4b6,SUFAF,Siirt University Flora and Fauna Center,TR,[]
7db88470-019e-4308-a6e8-22e16ad8f50a,SARGU,University of Sargodha,PK,[]
6924f07f-6220-43fd-970a-0f1bb06d0c52,TANG,Mato Grosso State University - UNEMAT,BR,[]
fec82936-1c69-4673-a0bf-be4c4fd51699,HJBC,Jardin Botanico Culiacan,MX,[]
cc46bf26-1aa1-46a5-8ebb-f1b11ddeb7fd,LUSC,Universidade do Estado de Santa Catarina,BR,[]
5d73dee4-20fc-4945-9314-b51a4807ec0b,PHH,"University of Science, Ho Chi Minh City Vietnam National University",VN,[]
e11e84d4-498e-4009-afd0-62165e039cee,ICHAUWAY,Jones Center at Ichauway,US,[]
3e1830aa-ff66-434f-9c1b-5e5578c6ce05,HDCF,Department of Forestry Science,BR,[]
ce317f33-5a58-40e3-9b5f-3f15cb4ca438,VH,Vivekanand Arts Sardar Dalipsingh Commerce and Science College,IN,[]
1846b592-4641-4753-b89b-ca44379f4a13,XZE,Research Institute of Xizang Plateau Ecology,CN,[]
2e13011d-afb3-43f1-88d0-c6959447cd3c,BU,Brock University,CA,[]
ce02258d-f08f-4663-83f5-f15e458753ab,SQUH,Sultan Qaboos University,OM,[]
5019753c-af9b-4530-abb3-3d00a6ee8e0f,JUFL,Jacksonville University,US,[]
629906d9-a342-4cc5-bab6-3b212d321957,HBSH,Highlands Biological Station,US,[]
560e1ea0-6ac1-4d3b-9071-6c93f479ea7f,SIIRT,Siirt Üniversity Kezer Campus,TR,[]
a4dd0747-5ee5-4fec-ad10-689ffbb1eee8,SPSC,Universidade Federal de São Carlos,BR,[]
3e0f30c9-949e-42e1-9622-7fcf2c5f3dca,AUV,Andhra University,IN,[]
7326dc33-d56e-45ac-b9f4-6e2014a8cac9,AHP,American Herbal Pharmacopoeia,US,[]
fe534fe7-dccd-4d79-8313-c11b2ea854ab,BZ,Herbarium Bogoriense,ID,[]
2d5eb1a6-b1f1-4620-9844-6b98afecfccc,HREC,Hopland Research & Extension Center,US,[]
435e170d-0533-4ad0-9ff3-4ea3709ba025,VMI,Virginia Military Institute,US,[]
e152e570-db64-46ee-9dfb-4b68fb928110,KFRA,"Klamath Falls Resource Area, BLM",US,[]
6326d0bc-3f64-4617-b0ec-f175d9ab83fc,MIR,Shahid Bahonar University of Kerman,IR,[]
c6b08060-30d2-4cad-92f3-5258714511e5,BHPL,Indian Institute of Science Education and Research-Bhopal,IN,[]
c3e098c9-68ee-4ffd-afac-58d0e29f46b4,NGCPR,Naoroji Godrej Centre for Plant Research,IN,[]
f4dacac8-2145-4016-97fb-48be665fe4ad,UAJK,University of Azad Jammu and Kashmir,PK,['AKASH']
e5deb6e4-bde3-4824-b449-86f9163602da,MENDE,Musée Ignon-Fabre,FR,[]
cbaffd83-d6c8-4ca9-b2de-70d9926283c0,CARAN,Herbarium Carautanum,BR,[]
931baf64-fa88-49b4-9719-136b08628244,FLH,Finger Lakes Community College,US,[]
6edca863-c738-402b-8a34-658289724ee4,HUNPHU,Universidad Nacional Pedro Henríquez Ureña (UNPHU),DO,[]
dd6d4fb3-dc6a-4101-b992-61ec12072678,EARDC,Edwards Aquifer Research and Data Center at Texas State University,US,[]
63b5eefd-1fde-4866-a4a0-a788dccd6db5,ABBM,"Biodiversity Application & Research Center, Atatürk University",TR,[]
875e914a-1b4c-4451-9eb4-267b6138e6ed,LINGU,Lingnan University Natural History Museum,CN,[]
cb646e2e-e16e-4f75-86ec-70396c2385b7,CDC-NCEZID-DVBD-ADB,CDC National Center for Emerging and Zoonotic Infectious Diseases / Division of Vector-Borne Diseases / Arboviral Diseases branch,,[]
7a717903-d4c7-4a83-a0cb-aaaca212228e,NSFICF,NSF Ice Core Facility,US,[]
8dcaa17b-eaf0-4017-a064-90587700aa4e,UFIFAS,University of Florida Institute of Food and Agricultural Sciences,US,[]
5e9b1c0b-67ad-4d74-90f6-e160a01c016f,UKU,Bioparque Ukumarí,CO,[]
23caa44c-c407-4784-9fee-896e0513f8a8,VecB,VectorBase: Bioinformatics Resource Center for Infectious Disease,US,[]
90f39dd8-c0fc-4c8a-9ef5-03e9b0061ca6,IZiBB,"Department of Entomology, Institiute of Zoology and Biomedical Research, Jagiellonian University",PL,[]
07558d80-dea0-41f8-a1b7-b147e9515605,OEKO,Oekoteam-Institute for Animal Ecology and Landscape Planning,AT,[]
c244964c-d463-4ba3-bbd3-aec8ec3597d1,HUBARC,Hacettepe University Biodiversity Advanced Research Center (BIOSPHERE),TR,[]
c1602aea-f340-4f41-8ffe-9f97a8259c97,YYUCRC,Van Yüzüncü Yıl University,TR,[]
d347ee2a-e411-4c9a-9f15-bbaf037057bc,IEBR,Institute of Ecology and Biological Resources,VN,[]
a5a4d350-04e5-43fe-90ca-53cd7780234a,TXEX,Taxon Expeditions,NL,[]
af0a9c21-80ab-48bd-a266-9ffc60dc3353,HUFS,The Bacteriophage Bank of Korea,KR,[]
8e22911b-9d12-4730-81b0-ba170cafd9d8,BROW,Broward College,US,[]
71fabe61-7a7d-42a2-a162-d22784b080cd,MIE,Mie Prefectural Museum,JP,[]
262c6b69-0d4b-4963-aa55-3c6f93101816,BMNSM,Bailey-Matthews National Shell Museum,US,['BMSM']
6b09e583-5c1d-4463-855c-40de722ad84e,UNMES,University of New Mexico Earth Science Collections,US,[]
c034ea21-2f89-4c53-acf2-40ba2eec123e,IBSI,Instituto de Biología Subtropical,AR,[]
ccdf81ad-0639-4ef8-953d-23419754d0d0,MSC,McWane Science Center,US,[]
a60bee22-3013-4e04-901a-4fcc1ddccad8,APU,Akita Prefectural University,JP,[]
a1bec049-87d1-40ee-bc5f-22d2c511cf4b,SUG,"Sugadaira Research Station, Mountain Science Center, University of Tsukuba",JP,[]
27bcef1d-2467-41c5-8cb6-8acd1fcc513e,ISMAR,"Consiglio Nazionale delle Ricerche, Istituto di Scienze Marine",IT,[]
3c56fe8d-99f6-4638-bb20-73a2e8f799c5,DARCC,NSW Plant Pathology & Mycology Culture Collection,AU,[]
b407b9c3-b644-47e5-8888-b75bf4384e8b,NIH,"HHS/NIH, National Institutes of Health",US,[]
b0348bb3-1a32-4905-9676-ab02d8032c45,MoA,"Museum of Anthropology, University of Missouri",US,[]
0f2d64f3-b817-46c0-a0f3-38e30847ebfe,STRI,Smithsonian Tropical Research Institute,PA,['STRI']
f29891c5-e66d-47f2-ad42-78c5ed688264,GIW,Gunma Insect World,JP,[]
273fc670-1eec-4dfe-87f3-ff31ad0e2685,NVUJ,Johnston State College,US,[]
320dd2df-9fa8-4357-874d-314ab7449892,SDSU-MoB,San Diego State University,US,[]
7fa92a67-a8c4-4f7d-a27f-ba24b1b2b698,USGSMP,"DOI/USGS, Pacific Region Menlo Park Sample Repository",US,[]
445d9d62-2df9-48cd-b7dc-edbaa1af1ad9,NICHD,National Institute of Child Health and Human Development,US,[]
af47e5c1-6492-4dd1-bbbd-23132e849144,PCMSC,"DOI/USGS, Pacific Coastal and Marine Science Center Samples Repository",US,[]
e987d011-3a22-4ed2-a25b-7657077172e0,PIPR,"Price Institute of Parasite Research (PIPR), School of Biological Sciences, University of Utah",US,[]
dd87411c-3c31-4014-91f0-d95825a5c37f,SPCMSC,"DOI/USGS, Saint Petersburg Coastal and Marine Science Center",US,[]
41f92c09-fe46-44a5-9b1a-920fe2cc83eb,UR,University of Rochester,US,[]
e195543b-f365-4a9e-ae47-c1bd5cc1f443,JE,Friedrich Schiller University Jena,DE,[]
c5267ab2-d499-4eab-98c5-6b6b2764d17d,SCFS,"University of California-Berkeley, Sagehen Creek Field Station",US,['SCFS']
45e9fad9-c756-4d76-84b0-480faa9fd523,OAM,Omachi Alpine Museum,JP,[]
89e05d54-df78-473e-bfef-09fd5b93188a,KCMH,Kushiro City Museum,JP,[]
aa2b1037-0fa5-4e5b-8c3f-1db291edaa1d,CMERSC,"DOI/USGS, Central Minerals and Environmental Resources Science Center",US,[]
9beea167-b45f-4b19-b680-2dd4d7c0edf3,CRC,"DOI/USGS, Core Research Center",US,[]
31ea7cd4-8e4c-4a2a-b820-e67a3f3d2cb5,mrppp,Material resource bank of parasitic protozoa pathogen,SO,[]
b74e9b62-35cf-4106-88bc-e03938bf63df,USBG,United States Botanic Garden,US,[]
b6920e20-895e-4df7-91fd-bd2ef82f0473,FOMNH,Faroe Islands National Museum,FO,[]
4b65eabb-3b5a-4105-bdd5-408d03ae0224,Fiocruz,Fundação Oswaldo Cruz,BR,['IOC']
b992b0e7-d743-4509-91b6-e2b7374c6358,IUT,Isfahan University of Technology,IR,[]
d1fe8cbe-884b-4ba0-a42f-069c4a3e82cd,UCSB,University of California Santa Barbara,US,['SBC']
ae2cacfd-cd68-4418-9693-fc231762e756,ENLC,Eastern Nevada Landscape Coalition,US,[]
5dc9164d-8802-4aa5-9006-35305dacbb46,AFRC,Afribugs,ZA,[]
df860761-6ad7-4775-a7c3-540598144abf,IRIPP,Iranian Research Institute of Plant Protection; Agricultural Zoology Museum of Iran,IR,[]
3abc5362-3872-40b6-9994-3567268da2bd,MALG,Universitas Negeri Malang,ID,[]
097117fc-0b10-414a-8e7e-23642312c8b7,PEMBER,Pember Museum of Natural History,US,[]
fbcb0b2b-2d4c-4f07-9e4d-bee5737fce74,NIST,National Institute of Standards and Technology,US,[]
ec52d921-7aca-4e52-ba12-98caf19409c7,TG,Taga Town Museum,JP,[]
f82b8c54-c475-464d-a0f8-a65301d45f3b,OTN,Ocean Tracking Network,CA,[]
74ae2bc3-e5a8-443f-bc8b-89cc223500d1,DISCOLL,"National Oceanography Centre, Southampton",GB,[]
1e6c9fd7-178d-4cbb-9e2e-1294b2519c3b,MALB,Museum of Arid Land Biology,US,[]
964f8573-5398-4890-b837-9eb544d6fc5f,IPMM,Iwate Prefectural Museum,JP,[]
c1cc0294-b5ff-4bda-8a96-3e06a9b7293c,JMC,Japan Monkey Centre,JP,[]
57055623-27bd-467c-a0ee-3e029ab035f9,HCSM,Himeji City Science Museum,JP,[]
ba24eb9f-947f-4edb-9117-bfe2ff88370b,IUNH,Ibaraki University,JP,[]
560055e8-ee43-4fc2-ab81-c9cf0137566b,PTHM,Parthenon Tama History Museum,JP,[]
